Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;65.0;1234.5;89.75;6;4;525.6;14.00;7;4;708.9;40.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|City Hall|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Maisonneuve Monument - Montreal|Notre-Dame Basilica|Complexe Desjardins|Musée Marguerite-Bourgeoys|Musee D'Art Contemporain De Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Auberge L'Apero;4.0;25.25;12;61.1;1071.6;67.25;6;5;540.9;26.00;6;4;530.7;16.00;Kondiaronk Belvedere|Place d'Armes|Musée du Montréal juif - Museum of Jewish Montreal|Palais des Congres|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|L'original Art Gallery|City Hall|Notre-Dame Basilica|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;12;60.4;1118.7;53.25;5;3;527.3;0.00;7;4;591.5;28.00;Aldred Building - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Complexe Desjardins|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Pont Jacques-Cartier - Montreal|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;11;57.9;1106.6;65.75;6;4;594.7;16.00;5;4;511.9;14.00;Palais des Congres|Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|Notre-Dame Basilica|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|City Hall|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;10;54.7;1149.3;35.75;5;4;557.4;0.00;5;4;592.0;0.00;City Hall|St. Patrick's Basilica|L'original Art Gallery|La Guilde - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Montreal Street Art;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;52.7;1011.0;63.75;5;4;508.3;0.00;5;3;502.7;28.00;Aldred Building - Montreal|Complexe Desjardins|Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Musée Marguerite-Bourgeoys|City Hall|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;9;48.5;888.5;63.75;4;4;445.9;0.00;5;3;442.5;28.00;Aldred Building - Montreal|Place d'Armes|Complexe Desjardins|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking;City Hall|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal|Notre-Dame-de-Bon-Secours Chapel|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
31;Alternative Hostel of Old Montreal;4.5;35.75;4;26.3;330.0;35.75;0;0;0.0;0.00;4;3;330.0;0.00;;;Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking
34;Auberge L'Apero;4.0;25.25;3;21.5;276.9;30.83;2;2;185.7;0.00;1;1;91.2;5.58;Kondiaronk Belvedere|La Guilde - Montreal;Walking|Walking|Walking;Maisonneuve Monument - Montreal;Walking|Car
36;Alternative Hostel of Old Montreal;4.5;35.75;3;22.1;224.9;51.75;2;2;134.9;16.00;1;1;90.0;0.00;Maisonneuve Monument - Montreal|Notre-Dame Basilica;Walking|Walking|Walking;Place d'Armes;Walking|Walking
