Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;63.6;1319.6;77.75;6;5;701.4;0.00;6;5;618.3;42.00;Maisonneuve Monument - Montreal|City Hall|Musee Romeo's - Montreal|Belvedere Camillien-Houde - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;63.2;1244.1;65.75;6;4;684.5;0.00;6;3;559.6;30.00;La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Notre-Dame-de-Bon-Secours Chapel|Arsenal Art Contemporain Montréal - Montreal|Notre-Dame Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;11;58.0;1212.6;35.75;6;5;620.7;0.00;5;3;591.9;0.00;Place d'Armes|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|City Hall|Leonard Cohen Mural|Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1145.5;94.25;5;5;633.9;14.00;6;2;511.5;44.50;Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica|Chateau Ramezay Historic Site and Museum of Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;59.2;1167.5;77.75;5;5;549.2;0.00;6;5;618.3;42.00;Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|Musee Romeo's - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;11;58.4;1247.9;35.75;5;5;633.9;0.00;6;4;614.1;0.00;Arsenal Art Contemporain Montréal - Montreal|La Guilde - Montreal|City Hall|Maisonneuve Monument - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;10;53.7;1046.8;63.75;5;5;633.9;14.00;5;3;412.8;14.00;Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;10;55.1;1166.8;77.75;5;5;633.2;0.00;5;4;533.5;42.00;Maisonneuve Monument - Montreal|Musee Romeo's - Montreal|Belvedere Camillien-Houde - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Crystal Dreams St Denis - Montreal|St. Patrick's Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;53.9;1003.5;79.75;5;3;421.6;14.00;5;2;581.8;30.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|L'original Art Gallery|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking;Montreal Street Art|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|City Hall|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;10;52.7;1331.5;25.25;5;4;626.0;0.00;5;5;705.4;0.00;Place d'Armes|Aldred Building - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Subway;Cathédrale Christ Church Cathedral|Complexe Desjardins|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Parc Jean-Drapeau;Walking|Walking|Walking|Walking|Walking|Walking
