Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;11;1.19;1;8;3.73;12.2;39.7;24.41;69.4;1299.5;611.29;25.25;424.50;196.40
2;60;2.43;1;8;1.67;12.2;39.7;15.98;67.9;1299.5;201.21;25.25;424.50;65.06
3;60;118.06;1;12;4.60;12.2;63.6;29.15;64.3;1406.9;489.56;25.25;493.58;96.93
4;60;133.52;1;12;5.33;11.4;63.6;32.48;64.3;1331.5;556.53;25.25;502.75;101.13
