Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;15;76.1;1403.2;79.75;7;3;684.6;30.00;8;5;718.6;14.00;City Hall|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Notre-Dame-de-Bon-Secours Chapel|La Guilde - Montreal|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|L'original Art Gallery|Aldred Building - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;15;75.7;1382.6;79.75;7;3;680.6;30.00;8;5;702.0;14.00;City Hall|Bibliotheque et Archives Nationales du Quebec|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|La Guilde - Montreal|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|L'original Art Gallery|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;14;70.7;1349.6;55.25;7;3;698.7;30.00;7;6;651.0;0.00;City Hall|Bibliotheque et Archives Nationales du Quebec|Notre-Dame Basilica|Musée Marguerite-Bourgeoys|La Guilde - Montreal|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|St. Patrick's Basilica|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;13;67.2;1258.9;49.75;6;3;606.6;14.00;7;6;652.3;0.00;City Hall|Bibliotheque et Archives Nationales du Quebec|Notre-Dame-de-Bon-Secours Chapel|La Guilde - Montreal|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Hôtel Place d'Armes Old Montreal;4.6;401.25;12;63.7;1172.5;457.25;6;4;570.4;42.00;6;5;602.1;14.00;Place d'Armes|Musée du Montréal juif - Museum of Jewish Montreal|La Guilde - Montreal|Notre-Dame Basilica|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Musée Marguerite-Bourgeoys|Pont Jacques-Cartier - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Samesun Montreal Central;4.4;60.00;12;62.2;1196.7;74.00;6;6;638.0;0.00;6;4;558.7;14.00;Kondiaronk Belvedere|Musee Romeo's - Montreal|Place d'Armes|Leonard Cohen Mural|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Deluxe Suites Downtown Montreal;5.0;243.25;11;59.2;943.2;287.25;5;2;390.6;30.00;6;4;552.6;14.00;Place d'Armes|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|City Hall|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;56.2;1072.8;59.75;6;4;544.1;14.00;5;3;528.7;10.00;Maisonneuve Monument - Montreal|Palais des Congres|L'original Art Gallery|Bibliotheque et Archives Nationales du Quebec|City Hall|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Complexe Desjardins|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Musee D'Art Contemporain De Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Quality Inn Centre-Ville;3.8;208.00;10;52.8;900.0;252.00;5;2;407.1;30.00;5;4;492.9;14.00;Place d'Armes|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
10;Deluxe Suites Downtown Montreal;5.0;243.25;9;50.4;873.7;386.47;4;2;395.3;64.87;5;4;478.4;78.35;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Walking|Bus|Walking|Car;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Bus|Walking|Car|Car
