Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;6;36.0;948.8;35.75
2;Alternative Hostel of Old Montreal;13;67.1;1419.4;113.48
3;Lelux Hotel;3;15.8;528.5;263.75
4;Auberge Manoir Ville-Marie;14;68.2;1343.3;343.94
5;InterContinental Montreal, an IHG hotel;14;69.2;1340.8;538.75
6;Lelux Hotel;4;21.7;541.2;289.75
7;Alternative Hostel of Old Montreal;5;30.6;701.6;77.95
8;InterContinental Montreal, an IHG hotel;13;65.8;1164.2;470.10
9;Alternative Hostel of Old Montreal;12;61.3;1091.7;144.15
10;Lelux Hotel;12;56.1;1091.4;363.84
11;Hotel Casa Bella;7;36.9;609.5;159.18
12;Alternative Hostel of Old Montreal;7;40.5;1081.8;35.75
13;InterContinental Montreal, an IHG hotel;14;69.2;1340.8;538.75
14;Hotel Chez Swann;11;57.2;977.6;460.00
15;Alternative Hostel of Old Montreal;11;59.1;1163.6;78.37
16;InterContinental Montreal, an IHG hotel;10;52.7;880.7;427.45
17;Auberge Manoir Ville-Marie;3;19.6;588.0;206.75
18;Alternative Hostel of Old Montreal;10;53.9;1192.6;49.75
19;Hotel Chez Swann;9;48.2;828.5;447.55
20;Hotel Casa Bella;9;45.7;879.1;214.45
21;Auberge Manoir Ville-Marie;14;68.2;1343.3;343.94
22;Alternative Hostel of Old Montreal;6;34.9;872.5;89.75
23;Hotel Arena Palace Montreal;10;50.2;903.9;178.70
24;Alternative Hostel of Old Montreal;5;32.7;885.6;42.77
25;Alternative Hostel of Old Montreal;7;38.4;711.4;114.20
26;Hotel Chez Swann;9;48.2;828.5;447.55
27;Alternative Hostel of Old Montreal;9;49.5;1025.3;73.50
28;Alternative Hostel of Old Montreal;13;65.9;1243.8;144.15
29;Alternative Hostel of Old Montreal;12;63.2;1317.8;68.75
30;Alternative Hostel of Old Montreal;13;67.1;1419.4;113.48
31;Alternative Hostel of Old Montreal;7;38.4;717.4;113.34
32;Hotel Arena Palace Montreal;10;50.2;903.9;178.70
33;Hotel Casa Bella;8;41.4;782.3;173.18
34;Lelux Hotel;9;43.4;822.3;265.15
35;Alternative Hostel of Old Montreal;6;34.7;797.8;106.37
36;Alternative Hostel of Old Montreal;13;66.6;1276.4;206.25
37;Alternative Hostel of Old Montreal;8;45.4;1198.9;42.77
38;Alternative Hostel of Old Montreal;8;45.4;951.4;65.23
39;Alternative Hostel of Old Montreal;8;45.4;1002.3;49.75
40;Alternative Hostel of Old Montreal;13;65.4;1129.7;144.15
41;Alternative Hostel of Old Montreal;10;54.6;1106.2;70.93
42;Lelux Hotel;9;43.2;811.6;318.97
43;Lelux Hotel;12;56.1;1091.4;363.84
44;Alternative Hostel of Old Montreal;13;66.8;1355.3;77.90
45;Alternative Hostel of Old Montreal;10;53.4;990.4;115.67
46;Alternative Hostel of Old Montreal;11;57.5;1396.2;61.75
47;Alternative Hostel of Old Montreal;9;47.8;900.6;90.38
48;Hotel Gite du Survenant Montreal;10;53.7;971.5;315.47
49;Hotel Chez Swann;10;52.9;969.6;430.87
50;Lelux Hotel;3;16.4;586.7;263.75
51;Auberge Manoir Ville-Marie;3;19.6;588.0;206.75
52;Lelux Hotel;3;16.4;586.7;263.75
53;Alternative Hostel of Old Montreal;9;48.4;881.5;92.97
54;Alternative Hostel of Old Montreal;5;32.7;885.6;42.77
55;Alternative Hostel of Old Montreal;12;63.2;1125.5;89.75
56;Hotel Casa Bella;8;41.4;782.3;173.18
57;Alternative Hostel of Old Montreal;11;58.6;1002.5;89.75
58;Alternative Hostel of Old Montreal;5;30.6;701.6;77.95
59;Alternative Hostel of Old Montreal;13;66.6;1276.4;206.25
60;Alternative Hostel of Old Montreal;11;57.5;1396.2;61.75
