Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0503;1.1770;60;14;Auberge Manoir Ville-Marie;69.2;InterContinental Montreal, an IHG hotel;528.4833333333333;Lelux Hotel;35.75;Alternative Hostel of Old Montreal
