Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Samesun Montreal Central;7;39.2;757.4;60.00
2;Hygie Boutique Hotel;4;21.5;592.2;70.75
3;Samesun Montreal Central;14;71.1;1383.3;218.01
4;Samesun Montreal Central;14;69.9;1355.6;234.33
5;Hyatt Place Montréal – Downtown;5;30.1;582.6;274.50
6;Residence Inn Montreal Midtown;14;71.7;1376.3;432.73
7;Hotel Nelligan;12;62.2;1112.5;622.74
8;Samesun Montreal Central;8;44.6;826.3;95.57
9;Hotel Nelligan;9;50.1;912.6;526.75
10;Best Western Plus Hotel Montreal;14;70.8;1340.0;389.86
11;Hilton Garden Inn Montreal Centre-Ville;11;58.8;1134.0;445.50
12;Hotel Nelligan;8;46.3;874.0;512.75
13;Hygie Boutique Hotel;5;26.4;663.2;78.75
14;Samesun Montreal Central;7;40.0;727.0;79.35
15;W Montreal;11;57.9;1001.5;563.13
16;Hyatt Place Montréal – Downtown;9;48.6;877.2;328.50
17;Samesun Montreal Central;13;67.2;1273.7;127.30
18;Samesun Montreal Central;6;36.0;713.0;85.57
19;Samesun Montreal Central;10;53.9;1075.2;100.00
20;Sonder Maisonneuve;6;36.2;688.6;236.25
21;Hilton Garden Inn Montreal Centre-Ville;13;66.2;1161.4;492.86
22;Hilton Garden Inn Montreal Centre-Ville;10;54.0;940.1;430.85
23;Auberge Du Vieux Port;13;68.0;1284.8;534.95
24;Samesun Montreal Central;11;58.4;1094.4;139.87
25;Hyatt Place Montréal – Downtown;6;34.9;663.4;274.50
26;Hyatt Place Montréal – Downtown;6;35.1;601.6;314.50
27;Hyatt Place Montréal – Downtown;7;39.1;660.8;314.50
28;W Montreal;11;57.9;1001.5;563.13
29;Hygie Boutique Hotel;6;30.4;685.4;78.75
30;Samesun Montreal Central;10;51.7;1035.5;103.60
31;Hyatt Place Montréal – Downtown;10;52.9;935.2;330.50
32;Samesun Montreal Central;12;62.5;1178.1;81.35
33;Samesun Montreal Central;11;57.3;1174.5;109.30
34;Hygie Boutique Hotel;5;26.4;663.2;78.75
35;Samesun Montreal Central;7;39.2;757.4;60.00
36;Auberge Du Vieux Port;13;68.0;1284.8;534.95
37;Hotel Casa Bella;13;63.4;1159.8;281.86
38;Samesun Montreal Central;8;43.7;753.8;74.00
39;Samesun Montreal Central;13;66.7;1249.7;146.59
40;Samesun Montreal Central;13;67.4;1232.7;192.15
41;Hilton Garden Inn Montreal Centre-Ville;10;54.1;968.8;437.50
42;Hygie Boutique Hotel;6;30.2;625.1;84.75
43;Hilton Garden Inn Montreal Centre-Ville;10;54.1;932.6;442.68
44;Samesun Montreal Central;14;69.5;1342.3;233.56
45;Samesun Montreal Central;13;66.6;1223.6;123.02
46;Hilton Garden Inn Montreal Centre-Ville;10;54.0;940.1;430.85
47;Samesun Montreal Central;12;62.5;1178.1;81.35
48;Hygie Boutique Hotel;10;48.1;1087.0;86.97
49;Hilton Garden Inn Montreal Centre-Ville;14;71.0;1300.1;472.31
50;Hilton Garden Inn Montreal Centre-Ville;14;71.0;1300.1;472.31
51;Samesun Montreal Central;8;44.9;897.8;115.85
52;Samesun Montreal Central;8;44.4;1013.0;65.70
53;Hotel Nelligan;7;41.5;698.5;512.75
54;Samesun Montreal Central;13;67.1;1227.8;177.65
55;Samesun Montreal Central;14;70.6;1359.7;207.50
56;Samesun Montreal Central;8;44.2;849.8;60.00
57;Samesun Montreal Central;10;53.7;998.0;107.07
58;Auberge Manoir Ville-Marie;14;69.8;1340.0;304.61
59;Hotel Nelligan;7;41.5;698.5;512.75
60;Hotel Arena Palace Montreal;13;63.2;1165.6;205.44
