Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;7;37.8;1136.5;25.25
2;Auberge L'Apero;10;51.5;1413.6;25.25
3;Hotel Faubourg Montreal;3;21.0;612.9;286.52
4;Hotel De Paris;13;65.4;1398.2;346.28
5;Hôtel Saint-Sulpice;3;22.6;628.2;524.50
6;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;10;54.6;1096.5;600.12
7;Hotel le Coach;8;44.6;984.6;224.62
8;Auberge L'Apero;8;43.3;827.5;77.00
9;LHotel;11;58.1;1232.4;428.67
10;Auberge L'Apero;6;34.0;926.2;39.32
11;Hôtel Saint-Sulpice;4;27.3;689.4;557.78
12;Hôtel Spa Carré St-louis;4;25.4;651.8;232.50
13;Auberge L'Apero;10;52.4;1062.3;113.80
14;Auberge L'Apero;7;39.1;912.1;41.25
15;Alternative Hostel of Old Montreal;11;56.8;1187.4;96.30
16;Hôtel Spa Carré St-louis;5;28.9;786.9;274.82
17;Auberge L'Apero;6;35.1;819.6;63.10
18;Hotel Kutuma;12;62.5;1324.0;441.18
19;Hotel Kutuma;10;53.5;1128.1;419.42
20;Comfort Suites Downtown;12;59.8;1274.9;323.25
21;Hôtel Place d'Armes Old Montreal;12;62.5;1322.8;487.05
22;Deluxe Suites Downtown Montreal;9;50.1;961.2;317.55
23;Alternative Hostel of Old Montreal;12;62.2;1300.7;147.80
24;Hotel De Paris;13;65.4;1398.2;346.28
25;Le St-Martin Hotel Particulier Montreal;4;26.3;736.2;302.80
26;Deluxe Suites Downtown Montreal;9;50.1;961.2;317.55
27;Hôtel Spa Carré St-louis;5;28.9;786.9;274.82
28;Auberge L'Apero;10;51.5;1413.6;25.25
29;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;7;39.8;773.1;590.35
30;Auberge L'Apero;9;47.1;1148.9;44.67
31;Hotel le Coach;9;48.4;949.1;236.20
32;Alternative Hostel of Old Montreal;12;62.2;1300.7;147.80
33;Comfort Suites Downtown;13;63.3;1391.1;366.82
34;Auberge L'Apero;11;56.2;1167.1;59.50
35;Hotel le Coach;9;49.0;920.1;261.95
36;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;7;39.5;773.1;569.70
37;Auberge L'Apero;12;60.8;1364.4;80.28
38;Auberge L'Apero;9;47.7;1346.2;53.70
39;Hôtel Saint-Sulpice;3;22.6;628.2;524.50
40;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;4;27.5;745.1;593.08
