Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;18;1.08;1;9;3.39;8.0;47.5;22.23;71.5;1265.7;491.47;25.25;463.78;213.50
2;60;1.72;1;9;2.18;12.2;47.5;18.00;67.9;1290.8;269.17;25.25;463.78;91.89
3;60;9.14;1;10;2.70;12.2;51.6;20.44;64.4;1202.3;331.59;25.25;700.75;87.33
4;60;14.27;1;12;3.03;12.2;61.5;22.18;64.4;1271.1;331.04;25.25;700.75;94.38
5;60;20.61;1;12;3.88;12.2;61.5;25.92;64.3;1271.1;394.58;25.25;700.75;103.92
6;60;99.56;1;13;4.92;12.2;66.6;30.69;64.3;1362.8;491.78;25.25;700.75;115.46
7;60;171.35;1;13;5.80;12.2;67.5;34.70;64.3;1385.4;580.56;25.25;700.75;127.09
