Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;67.1;1417.9;63.75;7;3;702.2;14.00;6;4;715.7;14.00;Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|La Guilde - Montreal|Maisonneuve Monument - Montreal|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Montreal Street Art|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|Musee Romeo's - Montreal;Walking|Walking|Walking|Bus|Walking|Walking|Walking
2;Auberge L'Apero;4.0;25.25;12;60.7;1274.4;25.25;6;4;625.5;0.00;6;4;649.0;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Palais des Congres|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes|Complexe Desjardins|City Hall|Arsenal Art Contemporain Montréal - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;61.8;1296.6;35.75;6;4;599.7;0.00;6;4;696.9;0.00;Maisonneuve Monument - Montreal|Palais des Congres|City Hall|L'original Art Gallery|Aldred Building - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Leonard Cohen Mural|Musee Romeo's - Montreal|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;62.5;1179.9;49.75;6;4;644.1;0.00;6;3;535.8;14.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Palais des Congres|Crystal Dreams St Denis - Montreal|Place d'Armes|L'original Art Gallery|City Hall|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1170.6;35.75;6;3;551.7;0.00;5;3;618.9;0.00;Aldred Building - Montreal|Palais des Congres|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|La Guilde - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Crystal Dreams St Denis - Montreal|St. Patrick's Basilica|L'original Art Gallery|City Hall|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;11;56.6;1099.5;35.75;6;4;599.7;0.00;5;3;499.9;0.00;Maisonneuve Monument - Montreal|Palais des Congres|City Hall|L'original Art Gallery|Aldred Building - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Place d'Armes|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;11;59.0;1101.3;75.50;5;5;573.6;23.75;6;4;527.6;16.00;Allez Up - Montreal|Leonard Cohen Mural|L'original Art Gallery|Aldred Building - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes|Bibliotheque et Archives Nationales du Quebec;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;58.0;1121.0;50.11;6;3;559.5;14.36;5;4;561.5;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery|Place d'Armes|Crystal Dreams St Denis - Montreal|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Kondiaronk Belvedere|City Hall|Bibliotheque et Archives Nationales du Quebec;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;54.1;946.7;35.75;5;3;488.1;0.00;5;4;458.6;0.00;Aldred Building - Montreal|Palais des Congres|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|St. Patrick's Basilica|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Bus|Walking
10;Auberge L'Apero;4.0;25.25;10;53.0;1153.8;25.25;6;4;591.4;0.00;4;4;562.4;0.00;Aldred Building - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Montreal Botanical Garden|Place d'Armes;Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;10;54.2;963.4;49.75;5;4;475.9;14.00;5;3;487.5;0.00;Aldred Building - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|City Hall|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking
12;Auberge L'Apero;4.0;25.25;10;50.7;1136.8;25.25;5;4;479.4;0.00;5;5;657.3;0.00;City Hall|Maisonneuve Monument - Montreal|Arsenal Art Contemporain Montréal - Montreal|Cathédrale Christ Church Cathedral|Leonard Cohen Mural;Walking|Walking|Walking|Bus|Walking|Walking;St. Patrick's Basilica|Pont Jacques-Cartier - Montreal|Place d'Armes|Kondiaronk Belvedere|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
13;Alternative Hostel of Old Montreal;4.5;35.75;9;48.3;826.0;35.75;5;3;460.5;0.00;4;3;365.4;0.00;Maisonneuve Monument - Montreal|Palais des Congres|City Hall|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Leonard Cohen Mural|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking
14;Alternative Hostel of Old Montreal;4.5;35.75;9;49.4;900.0;49.75;4;3;408.8;14.00;5;3;491.2;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Kondiaronk Belvedere|City Hall|Bibliotheque et Archives Nationales du Quebec;Walking|Walking|Walking|Walking|Walking|Walking
15;Auberge L'Apero;4.0;25.25;9;46.9;890.5;25.25;5;4;483.3;0.00;4;3;407.2;0.00;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Palais des Congres|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking
16;Alternative Hostel of Old Montreal;4.5;35.75;9;49.2;837.5;35.75;3;3;364.4;0.00;6;4;473.1;0.00;Aldred Building - Montreal|Palais des Congres|La Guilde - Montreal;Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes|Crystal Dreams St Denis - Montreal|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
17;Alternative Hostel of Old Montreal;4.5;35.75;8;45.1;735.4;35.75;4;3;399.9;0.00;4;2;335.6;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
18;Alternative Hostel of Old Montreal;4.5;35.75;8;45.1;735.4;35.75;4;3;399.9;0.00;4;2;335.6;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
19;Auberge L'Apero;4.0;25.25;8;43.8;721.5;39.25;5;3;440.5;14.00;3;3;281.0;0.00;Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking
20;Alternative Hostel of Old Montreal;4.5;35.75;8;44.8;682.0;49.75;4;2;333.5;14.00;4;4;348.6;0.00;Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking
21;Alternative Hostel of Old Montreal;4.5;35.75;8;45.4;721.9;49.75;4;3;386.8;14.00;4;3;335.1;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking
22;Alternative Hostel of Old Montreal;4.5;35.75;7;40.9;697.6;35.75;4;4;444.1;0.00;3;3;253.5;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking
23;Alternative Hostel of Old Montreal;4.5;35.75;7;39.9;587.0;49.75;4;2;333.5;14.00;3;3;253.5;0.00;Aldred Building - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking
24;Alternative Hostel of Old Montreal;4.5;35.75;7;40.8;640.4;49.75;4;3;386.8;14.00;3;3;253.6;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking
25;Auberge L'Apero;4.0;25.25;6;34.3;554.6;30.22;3;3;312.4;4.97;3;3;242.2;0.00;Palais des Congres|City Hall|Crystal Dreams St Denis - Montreal;Car|Walking|Bus|Walking;Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural;Walking|Walking|Walking|Walking
26;Alternative Hostel of Old Montreal;4.5;35.75;6;37.4;609.6;35.75;5;4;469.2;0.00;1;1;140.4;0.00;Aldred Building - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica;Walking|Walking
27;Alternative Hostel of Old Montreal;4.5;35.75;6;36.4;522.1;65.75;4;2;329.4;30.00;2;2;192.7;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Notre-Dame Basilica;Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking
28;Alternative Hostel of Old Montreal;4.5;35.75;6;36.3;586.1;35.75;6;5;586.1;0.00;0;0;0.0;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|Place d'Armes|Kondiaronk Belvedere|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;;
29;Alternative Hostel of Old Montreal;4.5;35.75;5;30.2;397.1;41.78;2;2;151.0;0.00;3;2;246.0;6.03;Maisonneuve Monument - Montreal|City Hall;Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Leonard Cohen Mural;Walking|Walking|Walking|Car
30;Auberge L'Apero;4.0;25.25;5;29.9;464.7;25.25;4;2;374.7;0.00;1;1;90.0;0.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|L'original Art Gallery|City Hall;Walking|Walking|Walking|Walking|Walking;Place d'Armes;Walking|Walking
31;Alternative Hostel of Old Montreal;4.5;35.75;5;32.1;528.2;35.75;3;3;335.6;0.00;2;2;192.7;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking
32;Alternative Hostel of Old Montreal;4.5;35.75;5;31.8;499.9;35.75;4;4;409.9;0.00;1;1;90.0;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Place d'Armes;Walking|Walking
33;Alternative Hostel of Old Montreal;4.5;35.75;5;31.1;471.1;49.75;1;1;133.2;0.00;4;2;337.9;14.00;Aldred Building - Montreal;Walking|Walking;Place d'Armes|City Hall|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking
34;Auberge L'Apero;4.0;25.25;4;25.9;338.5;25.25;4;4;338.5;0.00;0;0;0.0;0.00;Kondiaronk Belvedere|Maisonneuve Monument - Montreal|L'original Art Gallery|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking;;
35;Alternative Hostel of Old Montreal;4.5;35.75;4;26.9;368.9;35.75;0;0;0.0;0.00;4;3;368.9;0.00;;;Cathédrale Christ Church Cathedral|Place d'Armes|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking
36;Alternative Hostel of Old Montreal;4.5;35.75;4;27.2;439.0;35.75;2;2;246.4;0.00;2;2;192.7;0.00;Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking
37;Alternative Hostel of Old Montreal;4.5;35.75;3;23.2;255.3;51.75;3;2;255.3;16.00;0;0;0.0;0.00;Aldred Building - Montreal|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking;;
38;Auberge L'Apero;4.0;25.25;3;21.4;265.7;32.52;3;3;265.7;7.27;0;0;0.0;0.00;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Car;;
