Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;8;0.39;1;9;3.12;13.7;46.2;22.86;125.8;1391.1;497.43;35.75;345.49;92.85
2;60;1.62;1;9;1.60;13.2;46.2;16.21;70.1;1391.1;221.71;25.25;345.49;50.09
3;60;13.60;1;10;2.23;12.2;54.1;18.76;67.9;1275.7;252.82;25.25;267.02;53.39
4;60;94.74;1;12;4.07;12.2;62.3;27.00;64.3;1346.8;441.18;25.25;491.25;104.45
5;60;89.32;1;13;4.83;12.2;67.1;30.41;64.3;1417.9;486.43;25.25;521.47;105.05
6;60;93.20;1;13;5.52;12.2;67.1;33.47;64.3;1417.9;537.66;25.25;700.75;110.53
