Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Auberge L'Apero;4.0;25.25;13;66.2;1423.1;39.25;7;5;719.2;14.00;6;5;703.9;0.00;Kondiaronk Belvedere|Musee Romeo's - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal|Palais des Congres|Belvedere Camillien-Houde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Hôtel De L'ithq;4.6;354.25;13;67.2;1174.5;425.24;7;4;634.4;26.71;6;5;540.1;44.28;Place d'Armes|Kondiaronk Belvedere|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Aldred Building - Montreal|L'original Art Gallery|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking|Car|Car;St. Patrick's Basilica|Notre-Dame Basilica|City Hall|Maisonneuve Monument - Montreal|Complexe Desjardins|Crystal Dreams St Denis - Montreal;Car|Car|Car|Walking|Car|Walking|Car
3;Alternative Hostel of Old Montreal;4.5;35.75;12;62.2;1169.5;65.75;5;4;547.4;0.00;7;3;622.2;30.00;City Hall|Arsenal Art Contemporain Montréal - Montreal|La Guilde - Montreal|Leonard Cohen Mural|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Musée Marguerite-Bourgeoys|Notre-Dame Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|Place d'Armes|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;12;61.7;1340.8;25.25;6;5;636.9;0.00;6;5;703.9;0.00;Kondiaronk Belvedere|Musee Romeo's - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal|Palais des Congres|Belvedere Camillien-Houde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1251.8;35.75;6;6;649.2;0.00;6;4;602.6;0.00;Pont Jacques-Cartier - Montreal|Maisonneuve Monument - Montreal|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|St. Patrick's Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;11;57.7;1041.1;41.25;5;4;541.5;0.00;6;3;499.7;16.00;Belvedere Camillien-Houde - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Pont Jacques-Cartier - Montreal|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|Notre-Dame Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;57.4;1330.1;25.25;6;5;713.0;0.00;5;4;617.1;0.00;Kondiaronk Belvedere|Bota Bota, Spa-sur-l'eau - Montreal|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|Musee Romeo's - Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;11;58.1;1144.3;65.00;5;4;516.6;0.00;6;4;627.7;39.75;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Palais des Congres|Leonard Cohen Mural;Walking|Walking|Walking|Bus|Walking|Walking;Allez Up - Montreal|Place d'Armes|L'original Art Gallery|Notre-Dame Basilica|Musee Romeo's - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Bus|Walking|Walking
9;Deluxe Suites Downtown Montreal;5.0;243.25;11;59.8;1115.0;283.00;5;5;556.7;23.75;6;4;558.4;16.00;Kondiaronk Belvedere|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;11;57.2;1072.7;25.25;5;3;468.4;0.00;6;4;604.3;0.00;Place d'Armes|Kondiaronk Belvedere|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Aldred Building - Montreal|St. Patrick's Basilica|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
