Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Hôtel Saint-Sulpice;4.6;510.50;13;68.1;1260.7;550.35;6;3;608.6;2.83;7;5;652.1;37.02;Pont Jacques-Cartier - Montreal|Leonard Cohen Mural|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Car;Kondiaronk Belvedere|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|L'original Art Gallery|Notre-Dame Basilica|Aldred Building - Montreal|Place d'Armes;Car|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;65.3;1243.9;80.25;6;4;542.2;14.50;7;4;701.7;30.00;Maisonneuve Monument - Montreal|City Hall|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Chateau Ramezay Historic Site and Museum of Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Bus|Walking|Walking;Palais des Congres|Notre-Dame Basilica|Musée Marguerite-Bourgeoys|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;67.4;1298.2;35.75;6;4;633.0;0.00;7;7;665.2;0.00;Musee Romeo's - Montreal|La Guilde - Montreal|Leonard Cohen Mural|City Hall|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Complexe Desjardins|Place d'Armes|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;63.5;1205.3;65.75;6;4;686.3;0.00;6;3;519.0;30.00;Belvedere Camillien-Houde - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Notre-Dame-de-Bon-Secours Chapel|City Hall|Notre-Dame Basilica|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1172.0;35.75;7;4;684.2;0.00;5;3;487.9;0.00;Pont Jacques-Cartier - Montreal|City Hall|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes|Leonard Cohen Mural|Bibliotheque et Archives Nationales du Quebec|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;63.4;1265.2;35.75;6;4;696.5;0.00;6;6;568.7;0.00;Musee Romeo's - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;11;58.4;1152.0;35.75;5;5;521.4;0.00;6;4;630.6;0.00;Kondiaronk Belvedere|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Aldred Building - Montreal|St. Patrick's Basilica|City Hall|Pont Jacques-Cartier - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;59.3;1070.1;51.75;5;3;514.6;0.00;6;5;555.5;16.00;Musee Romeo's - Montreal|City Hall|Place d'Armes|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Notre-Dame Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Auberge L'Apero;4.0;25.25;11;57.8;1081.0;25.25;5;3;492.9;0.00;6;5;588.2;0.00;Musee Romeo's - Montreal|City Hall|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Bus|Walking|Walking|Walking;St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Le Roberval;3.6;211.00;11;57.0;1045.4;227.00;6;3;622.3;0.00;5;3;423.1;16.00;Pont Jacques-Cartier - Montreal|Leonard Cohen Mural|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|L'original Art Gallery|Notre-Dame Basilica|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1053.7;35.75;6;3;603.0;0.00;5;5;450.6;0.00;City Hall|La Guilde - Montreal|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking
