Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;The Ritz-Carlton, Montreal;4.9;1013.25;10;54.8;1101.8;1119.22;5;3;487.9;60.50;5;4;613.9;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
2;Hotel Gite du Survenant Montreal;4.7;193.75;10;54.2;1195.1;299.72;5;3;581.8;60.50;5;4;613.3;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biosphere;Walking|Car|Walking|Walking|Walking|Walking
3;The Ritz-Carlton, Montreal;4.9;1013.25;10;55.1;1281.5;1088.83;5;3;610.3;7.22;5;5;671.1;68.37;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|Musee D'Art Contemporain De Montreal|Kondiaronk Belvedere;Walking|Car|Walking|Walking|Walking|Walking
4;Deluxe Suites Downtown Montreal;5.0;243.25;10;55.6;1394.2;356.33;5;4;713.4;30.97;5;5;680.8;82.12;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Place d'Armes|Planétarium De Montréal;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|Allez Up - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking
5;Hotel Chrome Montreal;2.9;184.75;6;31.3;986.5;263.92;3;3;616.9;27.07;3;1;369.6;52.10;Mem – Centre Des Mémoires Montréalaises|Complexe Desjardins|Palais des Congres;Walking|Car|Walking|Car;Chateau Ramezay Historic Site and Museum of Montreal|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys;Walking|Car|Walking|Car
6;Courtyard Montreal Downtown;4.4;358.00;6;33.6;1052.3;424.44;3;3;494.1;40.72;3;3;558.3;25.72;Complexe Desjardins|Palais des Congres|Oasis Immersion - Montreal;Walking|Car|Walking|Walking;Mem – Centre Des Mémoires Montréalaises|St. Patrick's Basilica|Maisonneuve Monument - Montreal;Walking|Car|Walking|Car
7;Hygie Boutique Hotel;1.8;70.75;8;39.1;1293.0;112.52;4;3;598.2;26.25;4;4;694.8;15.52;Mount Royal Park|Montreal Botanical Garden|Place d'Armes|L'original Art Gallery;Walking|Car|Walking|Walking|Walking;Saint Joseph's Oratory of Mount Royal|Atwater Market|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking
8;Samesun Montreal Central;4.4;60.00;8;44.3;1307.9;101.77;4;3;606.2;26.25;4;4;701.7;15.52;Mount Royal Park|Montreal Botanical Garden|Place d'Armes|L'original Art Gallery;Walking|Car|Walking|Walking|Walking;Saint Joseph's Oratory of Mount Royal|Atwater Market|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking
9;Hotel Bon Accueil;3.0;160.50;9;45.6;1121.5;284.22;4;2;548.1;41.95;5;2;573.3;81.77;La Guilde - Montreal|Cathédrale Christ Church Cathedral|City Hall|Musée des beaux-arts de Montréal;Walking|Car|Car|Walking|Subway;Notre-Dame-de-Bon-Secours Chapel|Musee D'Art Contemporain De Montreal|Notre-Dame Basilica|Chateau Ramezay Historic Site and Museum of Montreal|L'original Art Gallery;Walking|Car|Car|Car|Walking|Car
