Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;8;44.2;1199.9;25.25
2;Auberge L'Apero;12;60.8;1435.0;80.10
3;Auberge L'Apero;6;34.3;642.8;118.46
4;Auberge L'Apero;14;70.5;1415.3;149.28
5;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;9;50.8;858.1;592.90
6;L'Appartement Hotel;7;40.0;752.6;268.45
7;Hotel Kutuma;10;54.4;1015.1;411.88
8;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;9;50.8;858.1;592.90
9;Best Western Plus Hotel Montreal;13;66.1;1380.3;334.76
10;St Paul Hotel;7;40.1;766.0;438.40
11;Auberge L'Apero;7;38.5;705.1;118.68
12;Auberge L'Apero;10;52.9;1231.3;63.57
13;Auberge L'Apero;11;56.9;1186.2;118.26
14;Auberge L'Apero;12;60.8;1435.0;80.10
15;Humaniti Hotel Montreal Autograph Collection;7;39.3;700.9;527.46
16;Best Western Plus Hotel Montreal;7;38.7;705.1;346.39
17;Best Western Plus Hotel Montreal;13;66.1;1286.7;338.08
18;Auberge L'Apero;12;61.6;1159.1;124.61
19;Auberge L'Apero;9;47.4;940.1;125.02
20;Auberge L'Apero;11;56.9;1186.2;118.26
21;Auberge L'Apero;8;42.5;877.4;130.96
22;L'Appartement Hotel;8;45.0;859.6;321.37
23;Hotel Kutuma;11;59.0;1090.7;419.03
24;Auberge L'Apero;8;44.6;1210.8;30.67
25;Auberge L'Apero;11;55.7;1315.0;67.78
26;Auberge L'Apero;9;48.8;1273.3;30.67
27;Auberge L'Apero;7;38.5;705.1;118.68
28;L'Appartement Hotel;9;48.3;907.0;288.87
29;Auberge L'Apero;13;65.3;1273.3;145.06
30;L'Appartement Hotel;9;49.8;969.2;282.43
31;Auberge L'Apero;11;58.1;1305.8;80.94
32;Auberge L'Apero;12;62.9;1294.2;109.55
33;Montreal Marriott Chateau Champlain;7;39.0;697.1;533.16
34;Auberge L'Apero;8;44.6;1143.2;37.92
35;Auberge L'Apero;8;44.5;1064.4;53.58
36;Auberge L'Apero;7;40.8;978.1;68.90
37;L'Appartement Hotel;8;44.1;824.3;301.27
38;Auberge L'Apero;9;48.4;1030.6;76.81
39;Montreal Marriott Chateau Champlain;7;39.0;697.1;533.16
40;Auberge L'Apero;7;38.5;796.2;108.78
