Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;9;49.1;1163.4;35.75
2;Alternative Hostel of Old Montreal;12;62.9;1377.5;79.42
3;Sonder Maisonneuve;13;68.4;1254.5;337.00
4;St Paul Hotel;13;67.4;1227.5;502.95
5;Hotel Nelligan;5;31.3;594.4;519.00
6;Hotel Nelligan;5;31.3;593.3;519.13
7;Hotel Gault;12;63.5;1177.0;601.48
8;Alternative Hostel of Old Montreal;7;41.0;597.7;65.75
9;Sonder Maisonneuve;11;59.8;1080.1;338.87
10;Alternative Hostel of Old Montreal;8;45.6;719.1;81.23
11;Alternative Hostel of Old Montreal;6;35.8;751.4;51.52
12;Alternative Hostel of Old Montreal;13;66.6;1271.3;178.24
13;Hotel Nelligan;5;31.3;594.4;519.00
14;Alternative Hostel of Old Montreal;13;65.7;1288.2;150.59
15;Sonder Maisonneuve;12;63.8;1271.1;287.50
16;Deluxe Suites Downtown Montreal;10;55.3;940.2;299.25
17;Alternative Hostel of Old Montreal;10;53.8;1054.0;67.95
18;Alternative Hostel of Old Montreal;8;45.6;719.1;81.23
19;Alternative Hostel of Old Montreal;9;47.9;971.1;79.95
20;Alternative Hostel of Old Montreal;9;50.2;881.4;91.75
21;Alternative Hostel of Old Montreal;10;53.2;1152.3;51.95
22;Alternative Hostel of Old Montreal;6;36.7;846.8;49.75
23;Alternative Hostel of Old Montreal;6;35.8;751.4;51.52
24;Hotel Gault;12;63.5;1177.0;601.48
25;Hotel Kutuma;11;58.5;970.8;437.77
26;Alternative Hostel of Old Montreal;7;40.8;965.2;49.75
27;Hotel Nelligan;5;31.3;593.3;519.13
28;Hotel Kutuma;11;58.9;1010.3;411.43
29;Alternative Hostel of Old Montreal;7;40.0;798.9;51.52
30;Econo Lodge;12;61.1;1093.0;335.65
31;Hotel Kutuma;12;63.3;1177.0;449.13
32;Alternative Hostel of Old Montreal;13;67.6;1352.3;108.37
33;Alternative Hostel of Old Montreal;12;62.7;1127.5;150.39
34;St Paul Hotel;11;58.7;1009.7;496.55
35;Alternative Hostel of Old Montreal;8;45.9;862.4;86.17
36;Alternative Hostel of Old Montreal;8;44.3;929.2;65.08
37;Alternative Hostel of Old Montreal;6;36.0;768.2;63.75
38;Alternative Hostel of Old Montreal;13;66.6;1286.7;167.79
39;Sonder Maisonneuve;13;67.3;1332.3;328.91
40;Alternative Hostel of Old Montreal;11;57.1;1163.2;89.50
41;Alternative Hostel of Old Montreal;13;65.5;1334.1;134.59
42;Alternative Hostel of Old Montreal;9;48.7;983.9;73.50
43;Hotel Kutuma;11;58.9;1010.3;411.43
44;Alternative Hostel of Old Montreal;7;40.2;821.7;65.52
45;Sonder Maisonneuve;12;64.3;1189.5;333.83
46;Sonder Maisonneuve;10;55.6;994.6;333.83
47;Alternative Hostel of Old Montreal;9;49.2;1025.7;51.52
48;Alternative Hostel of Old Montreal;8;45.0;1039.6;49.75
49;Alternative Hostel of Old Montreal;9;50.1;1109.8;65.75
50;Alternative Hostel of Old Montreal;11;57.9;1320.0;49.75
51;Alternative Hostel of Old Montreal;11;59.4;1049.0;125.58
52;Alternative Hostel of Old Montreal;11;58.3;1001.1;137.62
53;Hotel le Coach;12;63.8;1195.8;305.92
54;Alternative Hostel of Old Montreal;11;58.7;1121.6;124.03
55;Hotel Kutuma;11;58.5;970.8;437.77
56;Alternative Hostel of Old Montreal;7;40.1;922.9;49.75
57;Alternative Hostel of Old Montreal;9;47.9;971.1;79.95
58;Alternative Hostel of Old Montreal;10;55.2;993.4;105.75
59;Alternative Hostel of Old Montreal;7;40.7;959.9;40.37
60;Alternative Hostel of Old Montreal;12;63.3;1213.4;107.70
