Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge du Plateau;7;39.4;986.9;91.00
2;Hotel Bon Accueil;5;27.9;606.7;184.25
3;LHotel;5;31.1;515.4;369.75
4;Econo Lodge;13;64.9;1402.3;375.60
5;LHotel;13;67.1;1401.0;463.20
6;Hotel William Gray;12;63.6;1348.7;588.15
7;Hotel Casa Bella;10;51.0;1102.8;262.73
8;Le Square Phillips Hotel & Suites;12;62.8;1199.8;530.11
9;LHotel;11;58.3;1093.6;443.64
10;LHotel;6;35.9;670.5;369.75
11;Best Western Plus Hotel Montreal;10;52.1;1103.6;320.78
12;Alternative Hostel of Old Montreal;8;44.4;931.4;108.87
13;Hotel Casa Bella;9;46.9;1006.5;182.25
14;Auberge du Plateau;8;42.8;824.5;111.55
15;Hotel Bon Accueil;6;32.0;749.1;195.98
16;LHotel;7;40.3;713.1;414.13
17;LHotel;9;48.6;1030.3;361.95
18;LHotel;6;35.6;573.2;383.75
19;Auberge du Plateau;7;39.4;986.9;91.00
20;Auberge du Plateau;12;61.6;1185.6;131.35
21;LHotel;6;35.6;573.2;383.75
22;Econo Lodge;13;64.9;1402.3;375.60
23;LHotel;12;62.5;1264.8;437.98
24;Auberge du Plateau;11;55.5;1382.8;110.30
25;LHotel;12;62.6;1283.5;488.35
26;LHotel;9;49.6;1055.5;399.75
27;Hygie Boutique Hotel;10;48.7;1035.5;155.02
28;Auberge du Plateau;11;56.1;1323.3;123.85
29;Auberge Manoir Ville-Marie;8;43.0;885.2;194.75
30;Auberge du Plateau;12;62.1;1143.1;136.27
31;Hotel Casa Bella;9;46.2;989.1;212.43
32;Le Square Phillips Hotel & Suites;12;63.4;1303.9;514.19
33;Best Western Plus Hotel Montreal;10;52.6;1059.3;334.47
34;LHotel;13;67.1;1401.0;463.20
35;Best Western Plus Hotel Montreal;10;53.1;1127.7;321.44
36;Hotel Casa Bella;9;46.2;967.6;243.54
37;Auberge du Plateau;11;55.5;1382.8;110.30
38;LHotel;8;45.6;906.6;346.00
39;Hotel Casa Bella;9;46.2;967.6;243.54
40;Auberge du Plateau;8;42.8;824.5;111.55
