Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;21;1.03;1;9;4.05;10.0;48.8;25.51;71.9;1324.4;556.34;35.75;687.97;247.63
2;45;2.50;1;9;3.64;12.2;48.8;24.30;70.1;1324.4;495.33;25.25;687.97;178.21
3;60;16.10;1;11;3.68;12.2;56.5;24.58;64.6;1353.2;449.61;25.25;687.97;140.81
4;60;35.79;1;11;4.67;11.4;57.2;29.10;64.6;1427.3;532.43;25.25;426.75;92.75
5;60;49.38;1;11;4.87;11.4;58.7;30.27;64.4;1353.2;507.66;25.25;700.75;118.52
6;60;64.91;1;12;5.72;11.4;63.8;34.19;64.3;1432.5;585.08;25.25;700.75;123.43
7;60;377.47;1;12;5.88;12.2;63.8;35.00;64.3;1378.2;567.47;25.25;700.75;136.42
