Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;63.4;1244.9;77.75;6;4;584.4;42.00;6;5;660.5;0.00;Kondiaronk Belvedere|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|Place d'Armes|Palais des Congres|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;63.8;1378.2;77.75;6;4;665.6;42.00;6;5;712.6;0.00;Kondiaronk Belvedere|L'original Art Gallery|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|Place d'Armes|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;12;61.6;1071.0;67.25;6;6;570.1;26.00;6;3;500.9;16.00;Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Place d'Armes|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|Musée du Montréal juif - Museum of Jewish Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Aldred Building - Montreal|City Hall|Notre-Dame Basilica|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;63.2;1210.2;35.75;6;4;587.2;0.00;6;4;623.0;0.00;Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|Place d'Armes|La Guilde - Montreal|L'original Art Gallery|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;58.4;1063.6;135.27;5;3;523.4;38.53;6;4;540.3;60.98;Allez Up - Montreal|Place d'Armes|City Hall|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal;Walking|Walking|Walking|Car|Car|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Palais des Congres|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Car
6;Auberge L'Apero;4.0;25.25;11;56.5;1348.3;25.25;5;5;654.2;0.00;6;5;694.2;0.00;Place d'Armes|Olympic Park (Parc olympique)|Cathédrale Christ Church Cathedral|Belvedere Camillien-Houde - Montreal|Kondiaronk Belvedere;Walking|Walking|Subway|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Aldred Building - Montreal|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;57.1;1044.7;65.00;6;4;524.9;39.75;5;5;519.9;0.00;Kondiaronk Belvedere|Place d'Armes|Notre-Dame Basilica|L'original Art Gallery|Allez Up - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Palais des Congres|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;10;54.1;1035.9;77.75;5;3;481.2;42.00;5;4;554.7;0.00;Place d'Armes|Musée du Montréal juif - Museum of Jewish Montreal|Notre-Dame Basilica|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|Musee Romeo's - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;53.8;937.5;91.75;5;3;523.6;0.00;5;3;413.8;56.00;Place d'Armes|City Hall|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;10;51.8;1006.2;25.25;5;4;501.2;0.00;5;3;505.0;0.00;Palais des Congres|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|City Hall|Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
