Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
181;Auberge Du Vieux Port;8;44.7;588.9;471.20
182;Alternative Hostel of Old Montreal;12;63.2;1125.8;49.75
183;Hotel William Gray;10;54.7;763.7;535.67
184;Hotel William Gray;10;54.7;763.7;535.67
185;Alternative Hostel of Old Montreal;13;67.6;972.2;112.90
186;Alternative Hostel of Old Montreal;9;49.8;725.1;56.67
187;Alternative Hostel of Old Montreal;8;45.9;656.3;63.93
188;Alternative Hostel of Old Montreal;12;63.2;1086.4;51.75
189;Alternative Hostel of Old Montreal;9;50.0;787.8;35.75
190;Alternative Hostel of Old Montreal;16;81.5;1382.6;110.67
191;Auberge Du Vieux Port;14;72.2;1161.4;530.67
192;Alternative Hostel of Old Montreal;11;58.5;973.9;40.67
193;Alternative Hostel of Old Montreal;9;50.1;663.9;58.90
194;Alternative Hostel of Old Montreal;15;76.9;1264.8;115.18
195;Alternative Hostel of Old Montreal;15;77.2;1297.8;116.13
196;Alternative Hostel of Old Montreal;12;63.7;1242.8;35.75
197;Auberge Du Vieux Port;6;35.3;469.6;466.28
198;Alternative Hostel of Old Montreal;8;45.5;663.8;35.75
199;Alternative Hostel of Old Montreal;15;76.3;1184.0;141.02
200;Auberge Du Vieux Port;16;81.7;1389.7;528.37
