Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;9;48.5;1162.0;25.25
2;Alternative Hostel of Old Montreal;6;36.7;732.5;35.75
3;Alternative Hostel of Old Montreal;7;40.1;575.2;84.23
4;Samesun Montreal Central;15;74.5;1408.7;180.00
5;Samesun Montreal Central;15;74.1;1396.5;208.78
6;Renaissance Montreal Downtown Hotel;12;62.8;1075.5;787.97
7;Hôtel Place d'Armes Old Montreal;14;71.6;1273.3;502.49
8;Hotel Saint-Laurent Montreal;8;43.5;677.3;336.65
9;Doubletree By Hilton Montreal;10;52.8;849.4;438.92
10;Hôtel Place d'Armes Old Montreal;13;67.4;1215.6;498.59
11;Hotel Saint-Laurent Montreal;8;43.5;677.3;336.65
12;Alternative Hostel of Old Montreal;11;58.5;942.5;106.28
13;Alternative Hostel of Old Montreal;9;49.3;802.5;67.70
14;Le Roberval;9;47.5;736.8;234.53
15;Alternative Hostel of Old Montreal;12;62.8;1122.7;171.64
16;Alternative Hostel of Old Montreal;6;36.7;732.5;35.75
17;Samesun Montreal Central;7;40.2;592.0;113.57
18;Alternative Hostel of Old Montreal;10;53.4;957.8;65.75
19;Alternative Hostel of Old Montreal;13;67.3;1206.3;96.33
20;Samesun Montreal Central;14;71.7;1341.6;159.04
21;Samesun Montreal Central;15;74.1;1382.0;221.25
22;Alternative Hostel of Old Montreal;12;62.3;1159.7;97.85
23;Hôtel Place d'Armes Old Montreal;14;71.6;1273.3;502.49
24;Auberge L'Apero;11;57.4;1095.6;64.47
25;Alternative Hostel of Old Montreal;14;70.6;1290.6;108.94
26;Alternative Hostel of Old Montreal;11;58.8;1059.7;94.27
27;Hôtel De L'ithq;10;54.5;920.3;420.87
28;Alternative Hostel of Old Montreal;12;63.4;1147.6;100.30
29;Alternative Hostel of Old Montreal;14;72.2;1349.0;127.90
30;Alternative Hostel of Old Montreal;9;50.1;992.9;35.75
31;Auberge L'Apero;7;39.4;815.5;46.32
32;Auberge L'Apero;11;56.6;1073.2;60.97
33;Alternative Hostel of Old Montreal;7;40.8;710.6;64.53
34;Doubletree By Hilton Montreal;9;48.3;768.6;402.40
35;Alternative Hostel of Old Montreal;13;67.9;1252.1;95.38
36;Auberge L'Apero;12;60.8;1226.1;61.80
37;Alternative Hostel of Old Montreal;14;71.1;1306.5;117.68
38;Doubletree By Hilton Montreal;8;44.1;653.1;424.60
39;Alternative Hostel of Old Montreal;8;45.8;925.5;35.75
40;Alternative Hostel of Old Montreal;13;67.8;1233.6;190.44
41;Doubletree By Hilton Montreal;8;44.1;687.4;386.40
42;Alternative Hostel of Old Montreal;7;40.1;593.6;64.40
43;Samesun Montreal Central;12;62.2;1022.7;146.12
44;Le Roberval;9;47.5;736.8;234.53
45;Alternative Hostel of Old Montreal;13;65.7;1253.5;78.28
46;Auberge L'Apero;7;38.6;694.3;63.68
47;Samesun Montreal Central;14;71.5;1331.2;146.68
48;Samesun Montreal Central;8;44.6;719.8;149.57
49;Hôtel De L'ithq;10;53.5;871.2;397.85
50;Alternative Hostel of Old Montreal;8;45.3;789.8;79.18
51;Alternative Hostel of Old Montreal;10;53.3;985.9;38.33
52;Alternative Hostel of Old Montreal;13;66.8;1256.6;82.34
53;Auberge L'Apero;8;44.0;757.4;88.07
54;Auberge L'Apero;11;57.8;1127.8;60.15
55;Alternative Hostel of Old Montreal;11;58.1;1248.5;51.75
56;Alternative Hostel of Old Montreal;12;63.1;1195.7;97.72
57;Alternative Hostel of Old Montreal;14;70.8;1351.5;111.59
58;Samesun Montreal Central;11;57.3;925.3;146.12
59;Alternative Hostel of Old Montreal;10;53.7;893.7;94.27
60;Auberge L'Apero;9;48.5;1162.0;25.25
61;Auberge L'Apero;7;38.3;912.0;30.83
62;Doubletree By Hilton Montreal;11;57.3;892.5;434.47
63;Doubletree By Hilton Montreal;8;44.1;653.1;424.60
64;Alternative Hostel of Old Montreal;8;45.2;856.6;41.78
65;Auberge L'Apero;11;57.7;1099.7;90.25
66;Auberge L'Apero;12;61.3;1220.0;74.62
67;Auberge L'Apero;9;47.7;811.8;61.65
68;Doubletree By Hilton Montreal;8;44.1;687.4;386.40
69;Alternative Hostel of Old Montreal;12;62.5;1115.1;98.03
70;Hôtel De L'ithq;9;49.5;797.4;397.85
71;Alternative Hostel of Old Montreal;7;40.8;710.6;64.53
72;Auberge L'Apero;8;44.7;1006.2;30.67
73;Alternative Hostel of Old Montreal;12;62.6;1177.2;92.76
74;Alternative Hostel of Old Montreal;14;70.8;1260.3;116.54
75;Alternative Hostel of Old Montreal;13;65.7;1253.5;78.28
76;Auberge L'Apero;11;57.4;1009.8;100.12
77;Alternative Hostel of Old Montreal;10;53.4;908.9;75.08
78;Alternative Hostel of Old Montreal;12;62.5;1088.2;112.03
79;Alternative Hostel of Old Montreal;12;61.8;1255.0;66.12
80;Doubletree By Hilton Montreal;10;53.2;849.6;436.92
