Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0716;1.2062;200;16;Alternative Hostel of Old Montreal;80.1;Alternative Hostel of Old Montreal;431.20000000000005;Le St-Martin Hotel Particulier Montreal;25.25;Auberge L'Apero
