Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Hotel Gault;4.7;491.25;9;49.7;1210.5;643.93;5;3;568.3;75.53;4;4;642.2;77.14;Biodôme De Montreal|Chateau Ramezay Historic Site and Museum of Montreal|Cathédrale Christ Church Cathedral|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Car|Car|Walking|Walking|Walking;Musée de l'Holocauste Montréal|Bibliotheque et Archives Nationales du Quebec|Musée du Montréal juif - Museum of Jewish Montreal|Phi Centre;Car|Car|Walking|Walking|Walking
2;Samesun Montreal Central;4.4;60.00;8;43.9;1209.0;125.33;4;4;636.3;36.88;4;3;572.7;28.45;Maison Saint-Gabriel Museum and Historic Site|Leonard Cohen Mural|Complexe Desjardins|Phi Centre;Bus|Car|Car|Walking|Car;Bibliotheque et Archives Nationales du Quebec|City Hall|Olympic Park (Parc olympique)|L'original Art Gallery;Car|Car|Walking|Car|Car
