Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0753;1.2420;200;16;Auberge L'Apero;81.00000000000001;Hôtel De L'ithq;361.3666666666667;Auberge L'Apero;25.25;Auberge L'Apero
