Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;12;0.83;1;11;4.58;13.0;57.9;28.28;82.2;1385.0;618.75;42.18;416.05;168.36
2;36;1.64;1;11;3.36;7.8;57.9;22.92;69.8;1385.0;429.12;25.25;416.05;143.43
3;60;3.40;1;13;3.67;12.2;65.9;24.58;68.1;1413.4;437.66;25.25;536.32;129.81
4;60;12.08;1;13;4.70;12.2;65.9;29.22;64.3;1413.4;525.68;25.25;498.00;109.70
5;60;15.29;1;13;4.90;12.2;65.9;30.29;64.3;1413.4;502.87;25.25;486.75;101.53
6;60;18.14;1;13;4.62;7.8;65.9;29.04;64.3;1413.4;449.84;25.25;490.23;111.39
7;60;24.53;1;13;5.05;12.2;65.9;31.08;64.3;1413.4;486.57;25.25;700.75;112.83
8;60;40.54;1;13;5.58;12.2;66.6;33.68;64.3;1337.1;518.60;25.25;700.75;120.27
9;60;434.31;1;13;5.78;12.2;66.6;34.71;64.3;1362.5;538.29;25.25;700.75;108.44
