Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;66.6;1256.5;49.75;6;5;625.2;14.00;7;4;631.4;0.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Notre-Dame-de-Bon-Secours Chapel|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Palais des Congres|City Hall|Maisonneuve Monument - Montreal|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|Place d'Armes|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;66.1;1362.5;35.75;6;4;670.7;0.00;7;5;691.8;0.00;Maisonneuve Monument - Montreal|Arsenal Art Contemporain Montréal - Montreal|Leonard Cohen Mural|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;62.6;1150.4;35.75;5;4;497.0;0.00;7;4;653.4;0.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|City Hall|Place d'Armes|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;62.5;1087.7;49.75;5;5;501.9;14.00;7;3;585.8;0.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Bus|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|City Hall|Place d'Armes|Pont Jacques-Cartier - Montreal|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;62.1;1112.9;35.75;6;5;607.2;0.00;6;3;505.7;0.00;Aldred Building - Montreal|Complexe Desjardins|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Maisonneuve Monument - Montreal|Leonard Cohen Mural|Place d'Armes|Pont Jacques-Cartier - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;62.7;1199.8;63.75;6;5;625.2;14.00;6;3;574.6;14.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Notre-Dame-de-Bon-Secours Chapel|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Palais des Congres|Musée Marguerite-Bourgeoys|Leonard Cohen Mural|Pont Jacques-Cartier - Montreal|Place d'Armes|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;12;62.9;1254.2;35.75;6;4;643.5;0.00;6;4;610.7;0.00;La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Palais des Congres|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Montreal Street Art|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|City Hall|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;11;58.0;1337.1;25.25;5;4;633.5;0.00;6;4;703.6;0.00;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|La Guilde - Montreal|Musee Romeo's - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|City Hall|L'original Art Gallery|Montreal Street Art|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;58.0;984.5;35.75;5;4;542.1;0.00;6;3;442.4;0.00;Aldred Building - Montreal|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Bus|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Place d'Armes|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;11;58.6;946.9;51.75;5;4;485.4;0.00;6;3;461.5;16.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Maisonneuve Monument - Montreal|Leonard Cohen Mural|Place d'Armes|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
11;Auberge L'Apero;4.0;25.25;11;57.2;1104.4;25.25;6;4;540.4;0.00;5;3;564.0;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Maisonneuve Monument - Montreal|Aldred Building - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|St. Patrick's Basilica|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
12;Auberge L'Apero;4.0;25.25;10;52.2;912.4;25.25;5;4;487.0;0.00;5;3;425.4;0.00;City Hall|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Maisonneuve Monument - Montreal|Aldred Building - Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
13;Alternative Hostel of Old Montreal;4.5;35.75;10;53.9;897.2;35.75;5;4;497.0;0.00;5;3;400.2;0.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Maisonneuve Monument - Montreal|Leonard Cohen Mural|Place d'Armes|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
14;Alternative Hostel of Old Montreal;4.5;35.75;10;54.3;948.6;35.75;5;4;497.0;0.00;5;3;451.6;0.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|City Hall|Place d'Armes|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
