Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;11;0.66;1;8;3.45;11.4;43.7;22.84;93.0;1217.7;586.12;25.25;408.60;230.11
2;60;1.31;1;8;1.48;11.4;43.7;14.84;67.5;1211.9;208.73;25.25;423.00;66.80
3;60;6.62;1;9;2.83;11.4;48.8;21.01;64.3;1230.2;338.92;25.25;541.50;85.79
4;60;18.18;1;11;3.43;11.4;57.1;23.71;64.3;1056.4;348.67;25.25;513.33;96.91
5;60;158.99;1;13;4.72;11.4;66.6;29.57;64.3;1316.2;455.90;25.25;513.33;114.38
6;60;29.16;1;13;5.67;11.4;66.6;33.84;64.3;1316.2;529.08;25.25;513.33;109.85
7;60;78.27;1;13;5.92;11.4;66.6;35.15;64.3;1316.2;550.88;25.25;513.33;111.11
