Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;66.6;1242.7;64.25;7;4;621.4;0.00;6;4;621.3;28.50;City Hall|Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Chateau Ramezay Historic Site and Museum of Montreal|Musée Marguerite-Bourgeoys|L'original Art Gallery|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Auberge L'Apero;4.0;25.25;12;61.7;1316.2;25.25;6;4;603.5;0.00;6;5;712.7;0.00;Palais des Congres|St. Patrick's Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Leonard Cohen Mural|Maison Saint-Gabriel Museum and Historic Site|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;63.4;1212.5;97.17;6;5;701.6;23.75;6;4;510.9;37.67;Place d'Armes|Aldred Building - Montreal|Bibliotheque et Archives Nationales du Quebec|La Guilde - Montreal|Kondiaronk Belvedere|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Chateau Ramezay Historic Site and Museum of Montreal|Crystal Dreams St Denis - Montreal|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Car|Walking|Walking|Walking|Walking
4;Hôtel Le Germain Montréal;4.6;326.25;12;63.1;1201.2;326.25;6;4;590.6;0.00;6;5;610.6;0.00;Palais des Congres|St. Patrick's Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Leonard Cohen Mural|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;12;61.1;1163.1;25.25;6;3;583.9;0.00;6;5;579.2;0.00;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|L'original Art Gallery|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Maisonneuve Monument - Montreal;Subway|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Leonard Cohen Mural|Complexe Desjardins|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;61.8;1203.4;49.75;5;5;641.5;0.00;7;4;561.8;14.00;Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Place d'Armes|St. Patrick's Basilica|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;57.1;1056.4;25.25;6;4;603.5;0.00;5;4;452.9;0.00;Palais des Congres|St. Patrick's Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;58.8;1081.9;90.00;5;5;561.8;23.75;6;4;520.1;30.50;Place d'Armes|Aldred Building - Montreal|La Guilde - Montreal|Kondiaronk Belvedere|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Chateau Ramezay Historic Site and Museum of Montreal|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Auberge L'Apero;4.0;25.25;11;57.2;981.9;41.25;6;3;563.5;16.00;5;4;418.4;0.00;Pont Jacques-Cartier - Montreal|L'original Art Gallery|Notre-Dame Basilica|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1115.1;50.25;6;4;561.4;0.00;5;4;553.7;14.50;City Hall|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Chateau Ramezay Historic Site and Museum of Montreal|L'original Art Gallery|Palais des Congres|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
