Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;14;71.3;1358.9;87.17;7;4;639.3;16.00;7;5;719.5;35.42;Maisonneuve Monument - Montreal|La Guilde - Montreal|L'original Art Gallery|Notre-Dame Basilica|City Hall|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Bibliotheque et Archives Nationales du Quebec|Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural|St. Patrick's Basilica|Oasis Immersion - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Renaissance Montreal Downtown Hotel;4.4;700.75;13;66.6;1127.8;790.53;6;3;476.7;50.48;7;4;651.1;39.29;Aldred Building - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel|Crystal Dreams St Denis - Montreal|City Hall|Maisonneuve Monument - Montreal;Car|Walking|Walking|Walking|Car|Car|Car;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Place d'Armes|L'original Art Gallery|St. Patrick's Basilica|Phi Centre;Car|Walking|Walking|Walking|Walking|Walking|Car|Car
3;Sonder Maisonneuve;4.7;228.25;13;68.2;1273.3;244.25;7;4;655.9;16.00;6;4;617.4;0.00;Maisonneuve Monument - Montreal|La Guilde - Montreal|L'original Art Gallery|Notre-Dame Basilica|City Hall|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Bus;Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Place d'Armes|Bibliotheque et Archives Nationales du Quebec|Leonard Cohen Mural|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;13;65.1;1377.8;39.61;6;4;696.2;14.36;7;5;681.5;0.00;Pont Jacques-Cartier - Montreal|Phi Centre|Maisonneuve Monument - Montreal|City Hall|La Guilde - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Place d'Armes|L'original Art Gallery|St. Patrick's Basilica|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;12;61.1;1185.2;25.25;5;4;583.9;0.00;7;4;601.2;0.00;Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|City Hall|La Guilde - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|Place d'Armes|L'original Art Gallery|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;12;62.2;1056.2;41.25;6;4;524.8;16.00;6;4;531.4;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Crystal Dreams St Denis - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|L'original Art Gallery|St. Patrick's Basilica|Place d'Armes|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge du Plateau;4.3;67.25;11;58.5;955.8;118.00;5;4;465.2;14.00;6;3;490.6;36.75;Aldred Building - Montreal|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Notre-Dame Basilica|Leonard Cohen Mural|Place d'Armes|Kondiaronk Belvedere|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Car|Walking
8;Auberge L'Apero;4.0;25.25;11;57.5;990.3;25.25;5;4;453.9;0.00;6;4;536.3;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Bus|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|L'original Art Gallery|Place d'Armes|St. Patrick's Basilica|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Auberge du Plateau;4.3;67.25;10;54.2;886.7;83.25;4;3;389.0;0.00;6;3;497.7;16.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Notre-Dame Basilica|L'original Art Gallery|Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;10;52.9;853.2;25.25;5;4;453.9;0.00;5;3;399.2;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Bus|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|L'original Art Gallery|Place d'Armes|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;9;49.7;772.9;51.75;4;3;317.5;16.00;5;4;455.4;0.00;Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural|St. Patrick's Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
12;Auberge L'Apero;4.0;25.25;9;48.4;730.2;25.25;4;4;337.7;0.00;5;3;392.5;0.00;Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes|L'original Art Gallery|Cathédrale Christ Church Cathedral|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
13;Auberge L'Apero;4.0;25.25;8;43.8;674.8;25.25;4;4;337.7;0.00;4;3;337.1;0.00;Maisonneuve Monument - Montreal|City Hall|Crystal Dreams St Denis - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|L'original Art Gallery|Place d'Armes;Walking|Walking|Walking|Walking|Walking
14;Embassy Suites by Hilton Montreal;4.1;309.75;7;40.4;613.0;321.78;3;3;278.5;4.50;4;2;334.5;7.53;Kondiaronk Belvedere|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Car;Cathédrale Christ Church Cathedral|Place d'Armes|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Car|Walking
15;Auberge L'Apero;4.0;25.25;7;38.5;586.0;39.25;6;4;499.2;14.00;1;1;86.8;0.00;Maisonneuve Monument - Montreal|Notre-Dame-de-Bon-Secours Chapel|City Hall|Crystal Dreams St Denis - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral;Walking|Walking
16;Hôtel De L'ithq;4.6;354.25;6;36.6;537.3;406.30;3;1;264.6;38.05;3;2;272.7;14.00;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Walking|Walking|Car;City Hall|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking
17;Alternative Hostel of Old Montreal;4.5;35.75;6;35.8;504.4;51.75;3;2;258.0;16.00;3;2;246.4;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Notre-Dame Basilica;Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|L'original Art Gallery;Walking|Walking|Walking|Walking
18;Auberge L'Apero;4.0;25.25;5;30.3;419.3;25.25;5;3;419.3;0.00;0;0;0.0;0.00;City Hall|Maisonneuve Monument - Montreal|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;;
