Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;61.2;1371.9;129.17;6;3;707.7;93.42;6;5;664.2;0.00;Notre-Dame Basilica|Montréal Science Centre|Musée Marguerite-Bourgeoys|L'original Art Gallery|St. Patrick's Basilica|Oasis Immersion - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Place d'Armes|Parc Jean-Drapeau;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;63.0;1376.7;51.75;7;4;694.0;0.00;5;4;682.7;16.00;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Leonard Cohen Mural|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Montreal Street Art|Bibliotheque et Archives Nationales du Quebec|Notre-Dame Basilica|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;61.7;1364.7;139.42;6;4;703.2;30.50;6;5;661.5;73.17;Place d'Armes|Musee Romeo's - Montreal|Notre-Dame Basilica|Chateau Ramezay Historic Site and Museum of Montreal|Aldred Building - Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Allez Up - Montreal|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Oasis Immersion - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;11;56.4;1271.7;25.25;6;4;713.5;0.00;5;5;558.3;0.00;La Guilde - Montreal|City Hall|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Atwater Market|Place d'Armes;Walking|Walking|Walking|Bus|Walking|Walking
5;Auberge L'Apero;4.0;25.25;11;56.4;1271.7;25.25;6;4;713.5;0.00;5;5;558.3;0.00;La Guilde - Montreal|City Hall|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Atwater Market|Place d'Armes;Walking|Walking|Walking|Bus|Walking|Bus
6;Alternative Hostel of Old Montreal;4.5;35.75;11;59.0;1256.8;49.75;5;2;602.0;14.00;6;6;654.8;0.00;Leonard Cohen Mural|La Guilde - Montreal|Bibliotheque et Archives Nationales du Quebec|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes|Belvedere Camillien-Houde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Bus
7;Alternative Hostel of Old Montreal;4.5;35.75;11;57.4;1132.6;106.17;5;4;498.7;46.67;6;5;633.9;23.75;Allez Up - Montreal|Maisonneuve Monument - Montreal|St. Patrick's Basilica|L'original Art Gallery|Musée Marguerite-Bourgeoys;Walking|Car|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Biosphere|Crystal Dreams St Denis - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1238.0;51.75;5;5;678.9;16.00;6;3;559.0;0.00;Palais des Congres|Notre-Dame Basilica|Crystal Dreams St Denis - Montreal|Atwater Market|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Aldred Building - Montreal|Maisonneuve Monument - Montreal|Bibliotheque et Archives Nationales du Quebec|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;57.8;1396.2;35.75;5;5;716.7;0.00;6;5;679.5;0.00;Musee Romeo's - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes|Arsenal Art Contemporain Montréal - Montreal|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Mount Royal Park|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;10;51.9;1172.5;25.25;6;4;713.5;0.00;4;4;459.1;0.00;La Guilde - Montreal|City Hall|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Atwater Market|Place d'Armes;Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;10;53.0;994.4;50.11;5;5;540.5;0.00;5;3;453.9;14.36;Maisonneuve Monument - Montreal|Kondiaronk Belvedere|St. Patrick's Basilica|Pont Jacques-Cartier - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Crystal Dreams St Denis - Montreal|Place d'Armes|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking
12;Alternative Hostel of Old Montreal;4.5;35.75;10;54.9;1210.0;35.75;5;4;616.3;0.00;5;5;593.6;0.00;Atwater Market|L'original Art Gallery|La Guilde - Montreal|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Place d'Armes|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
13;Alternative Hostel of Old Montreal;4.5;35.75;10;53.5;1097.0;49.75;5;4;467.0;0.00;5;5;629.9;14.00;Place d'Armes|Aldred Building - Montreal|La Guilde - Montreal|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Bus|Bus|Walking;St. Patrick's Basilica|Kondiaronk Belvedere|Arsenal Art Contemporain Montréal - Montreal|Notre-Dame-de-Bon-Secours Chapel|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
14;Auberge L'Apero;4.0;25.25;9;47.1;1053.7;25.25;5;4;546.0;0.00;4;3;507.7;0.00;City Hall|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Atwater Market|Place d'Armes|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking
15;Auberge L'Apero;4.0;25.25;9;48.0;945.5;39.25;6;4;642.3;0.00;3;3;303.2;14.00;City Hall|Bibliotheque et Archives Nationales du Quebec|Palais des Congres|L'original Art Gallery|Aldred Building - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Notre-Dame-de-Bon-Secours Chapel|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking
16;L'Appartement Hotel;4.1;220.25;9;48.3;821.9;234.25;4;3;407.0;14.00;5;4;414.9;0.00;Maisonneuve Monument - Montreal|St. Patrick's Basilica|L'original Art Gallery|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Crystal Dreams St Denis - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking
17;Alternative Hostel of Old Montreal;4.5;35.75;9;49.0;1086.0;35.75;4;3;613.7;0.00;5;3;472.4;0.00;Crystal Dreams St Denis - Montreal|Mount Royal Park|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Aldred Building - Montreal|L'original Art Gallery|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking
18;Alternative Hostel of Old Montreal;4.5;35.75;9;48.8;1072.8;35.75;5;4;521.7;0.00;4;3;551.1;0.00;Palais des Congres|Maisonneuve Monument - Montreal|St. Patrick's Basilica|Kondiaronk Belvedere|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Aldred Building - Montreal|Musee Romeo's - Montreal|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking
19;Auberge L'Apero;4.0;25.25;8;43.8;887.1;25.25;5;3;436.3;0.00;3;3;450.8;0.00;Aldred Building - Montreal|Maisonneuve Monument - Montreal|L'original Art Gallery|City Hall|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Bus|Walking;Musee Romeo's - Montreal|Bibliotheque et Archives Nationales du Quebec|Kondiaronk Belvedere;Walking|Walking|Walking|Walking
20;Auberge L'Apero;4.0;25.25;8;43.1;765.3;55.35;4;3;419.2;0.00;4;2;346.1;30.10;City Hall|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Notre-Dame-de-Bon-Secours Chapel|Place d'Armes|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Car
