Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;8;44.0;1291.4;25.25
2;Auberge L'Apero;14;71.4;1404.3;128.43
3;Auberge Manoir Ville-Marie;5;29.0;663.8;242.64
4;Auberge de La Fontaine;5;31.6;649.6;354.11
5;Residence Inn Montreal Airport;14;71.6;1309.4;384.12
6;Le Petit Hotel Vieux-Montréal | Saint-Paul;10;54.1;887.6;578.73
7;Alternative Hostel of Old Montreal;13;67.3;1203.5;167.67
8;Auberge Manoir Ville-Marie;5;29.0;663.8;242.64
9;Alternative Hostel of Old Montreal;8;44.7;870.4;98.97
10;Auberge Manoir Ville-Marie;5;30.0;700.5;211.36
11;Auberge L'Apero;6;34.3;717.0;74.06
12;Hilton Garden Inn Montreal Centre-Ville;6;35.8;700.2;442.18
13;Alternative Hostel of Old Montreal;6;36.0;837.6;92.09
14;Auberge L'Apero;13;65.9;1394.6;111.99
15;Auberge L'Apero;9;47.7;1034.6;84.32
16;Auberge L'Apero;7;38.4;886.1;92.58
17;Auberge L'Apero;9;47.0;1094.8;53.03
18;Auberge L'Apero;10;53.3;1097.2;47.40
19;Hotel Chez Swann;10;52.9;908.2;520.20
20;Auberge L'Apero;7;39.6;794.8;127.74
21;Hotel Zero 1;11;56.7;1077.5;376.53
22;Alternative Hostel of Old Montreal;9;49.9;871.2;124.44
23;Hotel Chez Swann;12;62.0;1173.2;480.68
24;Auberge L'Apero;11;56.6;1199.8;111.33
25;Auberge L'Apero;14;71.4;1404.3;128.43
26;Auberge de La Fontaine;10;54.4;991.6;384.33
27;Hotel Chez Swann;12;62.7;1177.4;467.32
28;Auberge L'Apero;14;70.7;1317.4;126.60
29;Hotel Chez Swann;12;62.0;1126.8;494.65
30;Le Petit Hotel Vieux-Montréal | Saint-Paul;12;62.9;1136.3;548.43
31;Le Petit Hotel Vieux-Montréal | Saint-Paul;10;55.0;1029.9;520.67
32;Auberge L'Apero;12;60.4;1360.3;87.83
33;Auberge L'Apero;8;42.7;765.4;132.76
34;Alternative Hostel of Old Montreal;12;61.9;1150.8;143.20
35;Auberge L'Apero;7;40.0;947.4;94.14
36;Auberge de La Fontaine;5;31.6;649.6;354.11
37;Auberge L'Apero;13;64.7;1389.3;101.23
38;Auberge L'Apero;6;33.9;893.2;45.19
39;Auberge L'Apero;9;48.0;1216.3;46.42
40;Le Petit Hotel Vieux-Montréal | Saint-Paul;10;55.0;980.5;552.73
41;Auberge L'Apero;5;29.7;823.6;45.19
42;Hotel Chez Swann;11;57.6;1076.1;458.90
43;Auberge L'Apero;12;62.2;1331.0;105.38
44;Auberge Manoir Ville-Marie;5;30.0;700.5;211.36
45;Alternative Hostel of Old Montreal;10;53.8;958.6;162.52
46;Auberge L'Apero;9;47.3;932.8;119.97
47;Auberge L'Apero;8;42.3;1193.1;45.19
48;Auberge L'Apero;10;53.6;1266.1;66.77
49;Auberge L'Apero;5;29.9;755.1;71.19
50;Auberge L'Apero;11;58.6;1211.5;101.28
51;Auberge L'Apero;11;56.0;1073.5;96.96
52;Auberge L'Apero;11;55.8;1261.8;81.14
53;Auberge L'Apero;11;55.8;1356.8;53.88
54;Alternative Hostel of Old Montreal;12;63.9;1208.5;149.12
55;Auberge L'Apero;11;58.1;1088.1;152.62
56;Auberge L'Apero;6;34.8;1088.7;38.32
57;Auberge de La Fontaine;10;54.4;1003.7;371.08
58;Auberge L'Apero;7;38.5;795.2;116.34
59;Hotel Chez Swann;12;62.0;1173.2;480.68
60;Auberge L'Apero;8;43.6;1198.2;41.55
