Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;62.5;1258.0;51.75;6;4;626.1;16.00;6;5;631.9;0.00;Kondiaronk Belvedere|Belvedere Camillien-Houde - Montreal|Notre-Dame Basilica|L'original Art Gallery|Cathédrale Christ Church Cathedral|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Maisonneuve Monument - Montreal|Palais des Congres|City Hall|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;11;57.1;1194.0;35.75;5;3;565.7;0.00;6;5;628.4;0.00;Complexe Desjardins|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|City Hall|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;11;57.6;1360.4;35.75;5;5;716.9;0.00;6;4;643.4;0.00;Palais des Congres|Maisonneuve Monument - Montreal|Place d'Armes|Habitat 67|Musee Romeo's - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|Leonard Cohen Mural|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;11;58.8;1191.7;75.50;6;4;582.4;23.75;5;4;609.4;16.00;Allez Up - Montreal|Arsenal Art Contemporain Montréal - Montreal|Place d'Armes|Leonard Cohen Mural|La Guilde - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Notre-Dame Basilica|Mount Royal Park|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;11;57.5;1043.2;89.75;5;5;493.2;0.00;6;3;550.0;54.00;City Hall|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Musée du Montréal juif - Museum of Jewish Montreal|Musee Romeo's - Montreal|L'original Art Gallery|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;11;58.1;1391.5;35.75;6;4;697.0;0.00;5;4;694.6;0.00;Mount Royal Park|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|City Hall|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Musee Romeo's - Montreal|St. Patrick's Basilica|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;11;58.0;1163.2;49.75;6;5;711.6;0.00;5;3;451.6;14.00;Musee Romeo's - Montreal|L'original Art Gallery|City Hall|Leonard Cohen Mural|St. Patrick's Basilica|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Place d'Armes|Pont Jacques-Cartier - Montreal|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;10;52.4;1042.9;35.75;5;4;483.5;0.00;5;4;559.3;0.00;Kondiaronk Belvedere|Cathédrale Christ Church Cathedral|Complexe Desjardins|Place d'Armes|City Hall;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;52.8;1060.7;82.50;5;5;562.1;15.25;5;3;498.6;31.50;Place d'Armes|Arsenal Art Contemporain Montréal - Montreal|St. Patrick's Basilica|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal;Walking|Walking|Car|Walking|Walking|Car;Cathédrale Christ Church Cathedral|Notre-Dame Basilica|City Hall|Maisonneuve Monument - Montreal|Mem – Centre Des Mémoires Montréalaises;Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;10;52.0;1098.5;25.25;5;4;603.7;0.00;5;4;494.8;0.00;Bibliotheque et Archives Nationales du Quebec|City Hall|Arsenal Art Contemporain Montréal - Montreal|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
