Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;22;1.76;1;9;2.27;12.5;48.8;18.86;72.3;1202.0;334.49;25.25;484.93;92.34
2;60;3.73;1;9;1.88;12.2;48.8;17.13;66.9;1200.1;228.04;25.25;484.93;68.11
3;60;75.44;1;12;3.88;12.2;61.7;25.92;64.3;1376.5;454.94;25.25;510.50;105.94
4;60;448.80;1;12;5.17;12.2;62.5;31.72;64.3;1391.5;555.59;25.25;510.50;102.80
