Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;67.2;1253.0;65.75;7;4;643.4;30.00;6;4;609.7;0.00;Maisonneuve Monument - Montreal|Musée Marguerite-Bourgeoys|Aldred Building - Montreal|Notre-Dame Basilica|L'original Art Gallery|La Guilde - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;67.1;1365.2;51.75;7;5;691.1;16.00;6;5;674.1;0.00;Kondiaronk Belvedere|Aldred Building - Montreal|Notre-Dame Basilica|L'original Art Gallery|La Guilde - Montreal|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Complexe Desjardins|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;12;61.7;1347.7;35.75;7;5;648.1;0.00;5;4;699.7;0.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Palais des Congres|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Bus|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Musee Romeo's - Montreal|Pont Jacques-Cartier - Montreal|Parc Jean-Drapeau;Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;12;60.7;1251.6;69.61;6;4;638.1;30.36;6;4;613.5;14.00;Pont Jacques-Cartier - Montreal|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Notre-Dame Basilica|Phi Centre|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Musée Marguerite-Bourgeoys|Leonard Cohen Mural|City Hall|Place d'Armes|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;61.7;1387.4;35.75;7;5;687.8;0.00;5;4;699.7;0.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Place d'Armes|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Musee Romeo's - Montreal|Pont Jacques-Cartier - Montreal|Parc Jean-Drapeau;Walking|Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;12;61.5;1256.1;25.25;6;5;602.8;0.00;6;5;653.3;0.00;Kondiaronk Belvedere|Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Palais des Congres|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|St. Patrick's Basilica|Complexe Desjardins|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;57.4;1163.3;39.25;6;5;660.5;14.00;5;3;502.8;0.00;La Guilde - Montreal|Place d'Armes|Maisonneuve Monument - Montreal|Palais des Congres|Musée Marguerite-Bourgeoys|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Bus|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;11;57.0;1053.0;25.25;6;4;525.4;0.00;5;5;527.6;0.00;Kondiaronk Belvedere|Place d'Armes|Palais des Congres|City Hall|Cathédrale Christ Church Cathedral|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Complexe Desjardins|Crystal Dreams St Denis - Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;58.9;1044.3;61.75;5;4;464.0;0.00;6;5;580.3;26.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|L'original Art Gallery|La Guilde - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Musée du Montréal juif - Museum of Jewish Montreal|Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;11;57.6;995.8;53.75;5;4;511.7;14.50;6;4;484.2;14.00;Kondiaronk Belvedere|Place d'Armes|Chateau Ramezay Historic Site and Museum of Montreal|Aldred Building - Montreal|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
