Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;24;1.51;1;8;2.88;12.5;44.9;21.27;71.5;1236.6;434.66;25.25;538.38;141.63
2;57;4.01;1;10;2.70;12.2;53.0;20.57;69.1;1215.3;352.85;25.25;538.38;107.44
3;60;7.84;1;10;2.92;12.2;53.0;21.46;67.9;1215.3;313.71;25.25;512.00;93.30
4;60;25.90;1;11;4.17;12.0;57.5;27.15;64.3;1367.8;419.84;25.25;549.40;96.51
5;60;29.89;1;13;5.15;12.0;65.8;31.53;64.3;1347.7;512.41;25.25;700.75;101.24
6;60;49.94;1;13;5.95;7.8;65.8;35.04;64.3;1387.4;581.84;25.25;700.75;112.83
7;60;36.81;1;13;6.03;10.0;67.2;35.49;64.3;1387.4;568.66;25.25;815.00;140.42
