Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;7;40.4;809.3;35.75
2;Alternative Hostel of Old Montreal;12;62.7;1383.4;103.53
3;Auberge St Jacques;4;24.5;550.8;184.97
4;Residence Inn Montreal Midtown;13;66.3;1372.6;412.00
5;Le Petit Hotel Vieux-Montréal | Saint-Paul;13;65.6;1310.1;500.17
6;The Ritz-Carlton, Montreal;11;58.5;1052.5;1085.94
7;The Ritz-Carlton, Montreal;10;53.6;971.3;1078.67
8;Alternative Hostel of Old Montreal;9;46.9;933.5;81.17
9;Renaissance Montreal Downtown Hotel;12;61.6;1167.1;773.44
10;Le Petit Hotel Vieux-Montréal | Saint-Paul;12;62.4;1260.8;504.20
11;Alternative Hostel of Old Montreal;9;49.4;956.5;97.47
12;Hôtel Place d'Armes Old Montreal;6;35.5;700.5;447.85
13;Alternative Hostel of Old Montreal;10;53.7;979.7;63.75
14;Auberge du Plateau;8;43.7;855.0;136.88
15;Auberge St Jacques;5;29.0;668.0;185.40
16;Econo Lodge;13;63.3;1342.5;327.28
17;Renaissance Montreal Downtown Hotel;7;39.1;808.5;738.50
18;Auberge St Jacques;4;25.2;619.1;170.97
19;Residence Inn Montreal Midtown;5;30.6;673.8;388.11
20;Alternative Hostel of Old Montreal;12;60.8;1200.6;101.20
21;Alternative Hostel of Old Montreal;8;44.8;1072.4;52.50
22;Alternative Hostel of Old Montreal;8;45.3;1147.5;35.75
23;Renaissance Montreal Downtown Hotel;7;39.1;808.5;738.50
24;Residence Inn Montreal Midtown;12;61.8;1232.2;412.00
25;Auberge St Jacques;6;33.0;736.8;195.33
26;Auberge du Plateau;8;43.7;855.0;136.88
27;Auberge St Jacques;6;34.2;712.7;206.47
28;Alternative Hostel of Old Montreal;10;53.6;1318.4;43.75
29;Alternative Hostel of Old Montreal;11;57.4;1324.3;74.43
30;Auberge St Jacques;4;24.5;550.8;184.97
31;Auberge St Jacques;6;34.2;712.7;206.47
32;Le Petit Hotel Vieux-Montréal | Saint-Paul;11;58.3;1064.0;504.20
33;Auberge St Jacques;7;38.5;807.5;195.50
34;Renaissance Montreal Downtown Hotel;6;34.6;563.5;762.93
35;Alternative Hostel of Old Montreal;11;58.3;1073.5;107.23
36;Auberge St Jacques;6;33.7;784.4;184.97
37;Griffintown Hotel;12;60.8;1179.5;336.99
38;Alternative Hostel of Old Montreal;5;30.8;719.4;73.50
39;Econo Lodge;13;63.3;1342.5;327.28
40;Auberge St Jacques;5;29.5;677.8;183.85
