Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Samesun Montreal Central;11;57.1;1206.1;75.47
2;Cjour Apartments;5;29.8;729.8;155.43
3;Griffintown Hotel;5;29.0;711.9;303.30
4;Embassy Suites by Hilton Montreal;5;30.9;595.3;369.80
5;David Hotel;14;69.4;1409.0;508.63
6;Le Square Phillips Hotel & Suites;14;70.3;1411.5;561.82
7;Auberge Du Vieux Port;11;58.4;1025.4;570.50
8;Hotel Le Cantlie Suites;9;46.8;930.0;402.00
9;Embassy Suites by Hilton Montreal;6;33.9;663.9;388.05
10;Cjour Apartments;7;38.9;768.4;153.45
11;David Hotel;14;69.4;1409.0;508.63
12;Doubletree By Hilton Montreal;12;61.7;1244.0;449.88
13;Cjour Apartments;6;34.5;752.4;192.78
14;Cjour Apartments;8;42.8;808.2;184.67
15;Auberge du Plateau;10;52.4;1025.4;131.40
16;Cjour Apartments;8;43.9;851.5;176.63
17;Auberge du Plateau;12;60.6;1286.6;133.68
18;Auberge du Plateau;13;66.7;1265.3;178.20
19;Hotel De Paris;12;59.4;1149.6;349.05
20;Auberge du Plateau;10;52.6;1109.3;120.38
21;Cjour Apartments;7;39.4;856.5;116.67
22;Cjour Apartments;6;35.3;788.8;109.00
23;Alternative Hostel of Old Montreal;13;66.9;1336.6;126.07
24;St Paul Hotel;9;46.9;952.1;499.17
25;Auberge du Plateau;9;48.7;1115.0;97.15
26;Hygie Boutique Hotel;13;60.9;1308.2;162.88
27;Auberge du Plateau;10;53.6;1084.5;142.82
28;Cjour Apartments;6;34.0;742.4;163.77
29;Auberge Du Vieux Port;12;62.6;1217.4;542.07
30;Cjour Apartments;6;34.5;752.4;192.78
31;St Paul Hotel;9;46.9;965.4;493.09
32;Doubletree By Hilton Montreal;12;61.7;1244.0;449.88
33;Auberge du Plateau;7;40.6;873.3;90.92
34;Auberge du Plateau;13;65.9;1328.4;156.15
35;Griffintown Hotel;6;34.9;739.4;304.13
36;Auberge du Plateau;8;45.0;883.2;126.52
37;Auberge du Plateau;10;53.4;1192.4;84.97
38;Auberge Du Vieux Port;12;62.6;1217.4;542.07
39;Hotel De Paris;9;45.7;941.8;334.40
40;Auberge du Plateau;8;45.0;984.3;88.92
