Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0518;1.1519;60;14;Alternative Hostel of Old Montreal;71.0;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;520.0999999999999;Auberge du Plateau;35.75;Alternative Hostel of Old Montreal
