Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;8;43.8;1067.6;25.25
2;Alternative Hostel of Old Montreal;5;30.9;524.1;35.75
3;Alternative Hostel of Old Montreal;10;54.5;1357.6;35.75
4;Alternative Hostel of Old Montreal;14;70.9;1267.7;176.10
5;Alternative Hostel of Old Montreal;14;72.3;1328.9;179.52
6;Le Petit Hotel Vieux-Montréal | Saint-Paul;5;31.3;517.9;431.27
7;Auberge Du Vieux Port;14;71.1;1320.6;590.83
8;Hotel Kutuma;11;58.9;1019.3;440.48
9;Sonder Maisonneuve;10;55.1;942.2;286.87
10;Alternative Hostel of Old Montreal;5;31.3;557.4;49.00
11;Auberge L'Apero;7;38.9;889.0;37.22
12;Sonder Maisonneuve;10;55.1;942.2;286.87
13;Alternative Hostel of Old Montreal;13;66.8;1148.8;150.85
14;Alternative Hostel of Old Montreal;7;40.0;687.0;62.80
15;Alternative Hostel of Old Montreal;6;36.2;625.6;42.77
16;Auberge L'Apero;9;48.0;1180.5;25.25
17;Alternative Hostel of Old Montreal;6;36.2;625.6;42.77
18;Auberge L'Apero;10;53.2;1263.9;51.82
19;Auberge L'Apero;6;34.8;778.2;30.67
20;Alternative Hostel of Old Montreal;13;66.8;1148.8;150.85
21;Hotel Kutuma;11;58.9;1019.3;440.48
22;Auberge L'Apero;8;44.3;1049.7;37.57
23;Alternative Hostel of Old Montreal;12;63.0;1087.4;102.52
24;Alternative Hostel of Old Montreal;12;63.0;1087.4;102.52
25;Auberge L'Apero;9;49.0;1067.0;39.00
26;Alternative Hostel of Old Montreal;7;40.5;610.4;65.75
27;Alternative Hostel of Old Montreal;7;40.8;792.0;47.03
28;Alternative Hostel of Old Montreal;13;68.3;1276.1;105.15
29;Alternative Hostel of Old Montreal;9;50.4;1100.2;35.75
30;Auberge L'Apero;10;52.6;1010.8;40.72
31;Auberge L'Apero;12;61.4;1167.5;74.20
32;Alternative Hostel of Old Montreal;8;46.2;836.8;66.37
33;Alternative Hostel of Old Montreal;12;63.9;1199.8;111.17
34;Alternative Hostel of Old Montreal;12;62.1;1038.0;133.90
35;Alternative Hostel of Old Montreal;14;70.9;1239.2;176.23
36;Alternative Hostel of Old Montreal;11;59.5;1185.3;65.75
37;Alternative Hostel of Old Montreal;8;45.0;731.2;65.75
38;Alternative Hostel of Old Montreal;7;40.6;712.2;55.78
39;Auberge L'Apero;11;56.9;1171.3;54.72
40;Alternative Hostel of Old Montreal;14;71.9;1353.0;119.87
41;Alternative Hostel of Old Montreal;8;45.8;871.5;42.77
42;Alternative Hostel of Old Montreal;14;71.6;1325.9;144.13
43;Auberge L'Apero;9;48.7;925.3;45.98
44;Auberge L'Apero;8;44.4;826.9;39.13
45;Auberge L'Apero;11;57.3;1117.6;68.35
46;Samesun Montreal Central;8;44.7;681.1;90.00
47;Alternative Hostel of Old Montreal;6;36.2;645.7;35.75
48;Alternative Hostel of Old Montreal;13;67.6;1208.4;118.58
49;Alternative Hostel of Old Montreal;13;67.2;1154.8;125.20
50;Alternative Hostel of Old Montreal;10;54.3;981.6;81.83
51;Alternative Hostel of Old Montreal;11;57.7;1232.2;64.87
52;Auberge L'Apero;10;52.8;1133.3;48.27
53;Alternative Hostel of Old Montreal;12;62.6;1078.3;104.93
54;Alternative Hostel of Old Montreal;11;58.3;1303.2;49.75
55;Alternative Hostel of Old Montreal;9;49.0;851.7;55.25
56;Alternative Hostel of Old Montreal;10;55.4;1065.9;65.75
57;Alternative Hostel of Old Montreal;9;50.3;995.1;42.77
58;Alternative Hostel of Old Montreal;10;54.3;961.5;98.47
59;Alternative Hostel of Old Montreal;12;63.1;1122.1;134.60
60;Alternative Hostel of Old Montreal;5;31.3;551.8;54.18
61;Hotel Kutuma;12;63.6;1050.6;431.90
62;Alternative Hostel of Old Montreal;9;49.0;800.2;72.13
63;Alternative Hostel of Old Montreal;9;49.1;757.0;96.60
64;Alternative Hostel of Old Montreal;5;30.9;524.1;35.75
65;Alternative Hostel of Old Montreal;10;53.9;896.8;78.63
66;Alternative Hostel of Old Montreal;13;67.8;1191.7;165.08
67;Alternative Hostel of Old Montreal;8;45.4;770.9;71.78
68;Alternative Hostel of Old Montreal;13;67.4;1256.5;96.97
69;Alternative Hostel of Old Montreal;12;63.0;1277.2;65.75
70;Alternative Hostel of Old Montreal;10;54.0;1300.4;48.63
71;Alternative Hostel of Old Montreal;11;58.1;1063.3;91.25
72;Alternative Hostel of Old Montreal;9;49.4;884.9;64.37
73;Alternative Hostel of Old Montreal;11;57.9;1240.9;62.63
74;Auberge L'Apero;9;48.4;1235.6;25.25
75;Alternative Hostel of Old Montreal;13;67.8;1207.1;163.98
76;Alternative Hostel of Old Montreal;12;63.4;1203.1;110.12
77;Alternative Hostel of Old Montreal;9;49.7;930.3;58.77
78;Alternative Hostel of Old Montreal;10;54.7;990.5;87.02
79;Auberge L'Apero;9;48.8;1068.6;30.75
80;Alternative Hostel of Old Montreal;7;40.7;765.7;59.52
