Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;7;39.9;821.6;35.75
2;Alternative Hostel of Old Montreal;11;58.6;1394.7;53.52
3;Auberge du Plateau;5;30.1;538.5;84.97
4;Auberge du Plateau;5;30.4;520.1;94.72
5;Alternative Hostel of Old Montreal;14;70.0;1353.5;132.02
6;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;14;71.0;1323.4;605.20
7;Four Seasons Hotel Montreal;13;67.9;1293.8;932.35
8;Four Seasons Hotel Montreal;9;48.6;891.6;859.36
9;Deluxe Suites Downtown Montreal;12;63.9;1249.5;373.87
10;Alternative Hostel of Old Montreal;8;43.3;742.3;78.62
11;Auberge du Plateau;6;34.5;603.9;109.62
12;Auberge du Plateau;6;34.5;603.9;109.62
13;Alternative Hostel of Old Montreal;10;53.9;950.0;65.75
14;Alternative Hostel of Old Montreal;12;61.7;1317.3;57.43
15;Alternative Hostel of Old Montreal;10;52.7;931.5;97.85
16;Auberge du Plateau;7;39.0;697.7;67.25
17;Auberge du Plateau;7;39.0;655.4;102.65
18;Auberge du Plateau;13;66.2;1275.7;145.45
19;Four Seasons Hotel Montreal;13;67.9;1293.8;932.35
20;Alternative Hostel of Old Montreal;9;49.3;945.2;85.87
21;Le Roberval;14;69.0;1320.7;307.82
22;Hôtel De L'ithq;13;68.0;1320.0;478.92
23;Auberge du Plateau;8;44.1;804.5;109.62
24;Alternative Hostel of Old Montreal;14;70.0;1353.5;132.02
25;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;9;48.1;822.4;592.45
26;Auberge du Plateau;9;47.5;795.4;151.88
27;Alternative Hostel of Old Montreal;11;57.1;1264.1;51.75
28;Hotel Gite du Survenant Montreal;13;66.9;1259.6;273.12
29;Auberge du Plateau;13;67.3;1304.8;164.05
30;Auberge du Plateau;10;51.7;917.4;129.32
31;Hôtel De L'ithq;12;63.3;1214.1;422.53
32;InterContinental Montreal, an IHG hotel;11;56.0;970.3;402.57
33;Four Seasons Hotel Montreal;12;62.8;1200.0;886.23
34;Hotel Gite du Survenant Montreal;11;58.1;1083.1;223.97
35;Four Seasons Hotel Montreal;12;62.8;1165.7;905.41
36;Alternative Hostel of Old Montreal;7;39.9;821.6;35.75
37;Hôtel De L'ithq;13;67.9;1311.5;476.22
38;Hôtel De L'ithq;14;70.8;1381.4;399.13
39;Alternative Hostel of Old Montreal;11;57.9;1027.6;71.13
40;Hotel Gite du Survenant Montreal;11;58.1;1083.1;223.97
41;Auberge du Plateau;8;45.3;807.2;124.35
42;Alternative Hostel of Old Montreal;12;62.5;1154.0;65.75
43;Alternative Hostel of Old Montreal;9;48.4;874.5;64.11
44;Auberge du Plateau;13;66.0;1250.8;129.82
45;Alternative Hostel of Old Montreal;7;39.1;663.1;80.58
46;Alternative Hostel of Old Montreal;12;61.7;1121.6;128.13
47;Auberge du Plateau;9;47.6;846.8;110.88
48;Alternative Hostel of Old Montreal;11;58.6;1102.6;86.80
49;Alternative Hostel of Old Montreal;9;48.8;993.4;41.78
50;Alternative Hostel of Old Montreal;13;66.5;1374.6;115.53
51;Alternative Hostel of Old Montreal;11;56.7;983.7;93.32
52;Four Seasons Hotel Montreal;7;39.5;730.0;867.63
53;Alternative Hostel of Old Montreal;12;61.8;1336.9;65.00
54;Four Seasons Hotel Montreal;9;49.0;903.1;902.99
55;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;9;48.1;828.5;600.27
56;Four Seasons Hotel Montreal;12;63.4;1217.7;892.50
57;Alternative Hostel of Old Montreal;9;47.8;1065.2;35.75
58;Four Seasons Hotel Montreal;7;39.5;730.0;867.63
59;Auberge du Plateau;8;45.3;807.2;124.35
60;InterContinental Montreal, an IHG hotel;11;57.8;1015.9;409.77
