Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;8;0.51;1;9;3.50;10.0;45.5;21.56;81.2;1115.4;450.73;35.75;301.74;193.74
2;52;3.59;1;11;3.73;10.0;57.2;23.47;68.7;1275.5;440.88;25.25;496.90;148.28
3;60;7.83;1;11;3.63;7.8;57.8;24.14;66.9;1275.2;378.26;25.25;1013.25;114.85
4;60;12.08;1;12;4.72;12.2;63.2;29.41;66.9;1295.9;462.68;25.25;1013.25;108.04
5;60;115.48;1;13;5.73;12.2;66.8;34.16;64.3;1264.5;550.47;25.25;1013.25;106.60
6;60;102.83;1;13;5.83;12.2;66.8;34.73;64.3;1375.2;542.46;25.25;1013.25;113.12
