Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Auberge L'Apero;4.0;25.25;14;71.3;1396.4;79.00;7;4;708.7;30.00;7;6;687.7;23.75;Kondiaronk Belvedere|Notre-Dame-de-Bon-Secours Chapel|Notre-Dame Basilica|Leonard Cohen Mural|La Guilde - Montreal|Belvedere Camillien-Houde - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|City Hall|L'original Art Gallery|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;13;67.5;1157.6;105.75;6;6;612.4;26.00;7;3;545.2;44.00;Musee Romeo's - Montreal|Musée du Montréal juif - Museum of Jewish Montreal|Leonard Cohen Mural|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Notre-Dame Basilica|Palais des Congres|Maisonneuve Monument - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;67.6;1241.3;49.75;7;6;649.8;0.00;6;4;591.5;14.00;Musee Romeo's - Montreal|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Aldred Building - Montreal|Place d'Armes|Musée Marguerite-Bourgeoys|Cathédrale Christ Church Cathedral|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;12;60.9;1352.1;25.25;6;5;662.5;0.00;6;4;689.6;0.00;Palais des Congres|L'original Art Gallery|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere|St. Patrick's Basilica|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Bus|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|City Hall|Complexe Desjardins|Leonard Cohen Mural|Saint Joseph's Oratory of Mount Royal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;12;62.2;1157.3;41.25;6;4;569.8;0.00;6;4;587.5;16.00;Maisonneuve Monument - Montreal|City Hall|La Guilde - Montreal|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|L'original Art Gallery|Aldred Building - Montreal|Notre-Dame Basilica|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;11;57.8;1059.8;49.75;5;5;552.0;0.00;6;3;507.7;14.00;Musee Romeo's - Montreal|Leonard Cohen Mural|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Maisonneuve Monument - Montreal|City Hall|Pont Jacques-Cartier - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;11;57.2;1097.3;25.25;5;3;497.5;0.00;6;5;599.8;0.00;Maisonneuve Monument - Montreal|La Guilde - Montreal|City Hall|Bibliotheque et Archives Nationales du Quebec|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Kondiaronk Belvedere|L'original Art Gallery|Aldred Building - Montreal|Cathédrale Christ Church Cathedral|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;10;53.5;985.2;25.25;5;3;458.1;0.00;5;4;527.2;0.00;Aldred Building - Montreal|Place d'Armes|Maisonneuve Monument - Montreal|L'original Art Gallery|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking
9;Auberge Du Vieux Port;4.6;451.75;9;48.4;767.1;505.30;5;3;468.5;53.55;4;3;298.6;0.00;Place d'Armes|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Oasis Immersion - Montreal;Walking|Walking|Car|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Cathédrale Christ Church Cathedral|City Hall|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
10;Auberge L'Apero;4.0;25.25;9;48.1;915.0;39.75;4;3;403.4;14.50;5;4;511.6;0.00;Maisonneuve Monument - Montreal|City Hall|Chateau Ramezay Historic Site and Museum of Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|Place d'Armes|L'original Art Gallery|Aldred Building - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking
