Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;6;35.6;923.1;25.25
2;Auberge L'Apero;6;35.0;610.8;60.07
3;Auberge L'Apero;14;71.1;1430.7;159.28
4;Auberge L'Apero;14;70.7;1334.0;169.78
5;Hotel Nelligan;6;35.0;568.4;529.38
6;The Ritz-Carlton, Montreal;14;72.9;1349.8;1175.97
7;The Ritz-Carlton, Montreal;11;58.4;1077.1;1068.42
8;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;14;72.5;1343.8;691.22
9;Best Western Plus Hotel Montreal;7;39.8;676.0;314.62
10;Auberge L'Apero;6;35.6;923.1;25.25
11;Auberge L'Apero;13;66.5;1284.2;123.58
12;Hotel Nelligan;9;49.4;882.9;516.03
13;The Ritz-Carlton, Montreal;13;68.4;1226.2;1175.97
14;Auberge L'Apero;12;60.3;1405.6;83.80
15;Hilton Garden Inn Montreal Centre-Ville;12;62.4;1149.4;480.27
16;Best Western Plus Hotel Montreal;7;39.8;676.0;314.62
17;Auberge L'Apero;8;44.4;859.2;59.57
18;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;8;45.2;764.2;611.62
19;Quality Inn Centre-Ville;11;57.4;1001.1;279.75
20;Auberge L'Apero;10;53.6;1039.8;94.25
21;Auberge L'Apero;14;71.1;1430.7;159.28
22;Le Westin Montreal;13;65.0;1199.6;445.55
23;Hotel Chrome Montreal;11;55.4;1035.4;260.58
24;Auberge L'Apero;9;49.2;1286.7;44.72
25;The Ritz-Carlton, Montreal;10;54.6;946.2;1069.42
26;Auberge L'Apero;10;53.6;1146.8;88.83
27;Auberge L'Apero;7;39.2;708.1;71.98
28;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;8;45.2;764.2;611.62
29;Hilton Garden Inn Montreal Airport;14;71.4;1412.6;396.08
30;Hotel Nelligan;9;50.1;874.9;533.18
31;Auberge L'Apero;12;61.9;1171.6;179.65
32;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;8;45.1;740.5;591.62
33;The Ritz-Carlton, Montreal;13;68.5;1252.3;1125.85
34;Auberge L'Apero;8;42.8;846.2;57.07
35;Quality Inn Centre-Ville;11;57.4;1001.1;279.75
36;Auberge L'Apero;9;48.2;826.1;90.73
37;Hotel De Paris;12;61.1;1129.9;324.10
38;The Ritz-Carlton, Montreal;11;59.6;1001.1;1085.00
39;Hotel Nelligan;8;45.4;814.4;503.87
40;Auberge L'Apero;11;56.2;1221.2;70.41
41;Hotel Nelligan;12;63.4;1160.9;562.58
42;Hilton Garden Inn Montreal Centre-Ville;11;58.4;1101.8;471.27
43;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;14;72.5;1343.8;691.22
44;Hotel Nelligan;8;45.4;814.4;503.87
45;Auberge L'Apero;11;57.9;1059.6;108.20
46;The Ritz-Carlton, Montreal;12;63.8;1109.8;1133.17
47;Auberge L'Apero;14;70.7;1334.0;169.78
48;The Ritz-Carlton, Montreal;14;72.9;1368.0;1152.02
49;Residence Inn Montreal Midtown;14;72.1;1392.1;474.08
50;Auberge L'Apero;10;52.4;1125.5;45.98
51;Hilton Garden Inn Montreal Centre-Ville;13;67.6;1322.0;471.82
52;Auberge L'Apero;8;43.2;717.3;74.57
53;Auberge L'Apero;10;53.6;1015.9;101.63
54;Hotel Nelligan;9;48.4;839.2;556.73
55;Hilton Garden Inn Montreal Centre-Ville;6;35.2;650.7;411.72
56;Auberge L'Apero;6;35.6;907.0;32.78
57;Hilton Garden Inn Montreal Centre-Ville;6;35.2;650.7;411.72
58;The Ritz-Carlton, Montreal;12;63.8;1135.5;1114.12
59;Auberge L'Apero;13;66.7;1347.6;141.12
60;Hotel Newstar;13;61.4;1144.6;438.60
