Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;9;47.9;1201.8;25.25
2;Auberge L'Apero;3;21.5;409.7;62.25
3;Auberge L'Apero;12;61.5;1390.1;89.23
4;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;3;21.7;342.3;597.54
5;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;14;72.1;1275.6;645.35
6;The Ritz-Carlton, Montreal;12;63.2;1137.4;1133.19
7;The Ritz-Carlton, Montreal;9;50.3;945.9;1074.79
8;Auberge L'Apero;8;42.8;869.9;39.00
9;Warwick Le Crystal - Montréal;13;67.0;1156.3;500.32
10;Le Petit Hotel Vieux-Montréal | Saint-Paul;7;40.1;733.0;452.75
11;Hotel Faubourg Montreal;6;33.2;630.2;359.80
12;Fairfield by Marriott Montreal Downtown;5;28.9;503.2;328.72
13;Auberge L'Apero;8;43.3;1032.8;35.90
14;Le Petit Hotel Vieux-Montréal | Saint-Paul;7;40.1;733.0;452.75
15;Hotel le Coach;3;21.9;361.6;221.50
16;Hôtel Place d'Armes Old Montreal;10;54.0;950.9;485.23
17;Auberge L'Apero;11;55.0;1117.2;116.59
18;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;4;25.7;426.5;591.02
19;Auberge L'Apero;13;65.3;1216.7;98.37
20;Hotel Faubourg Montreal;6;33.2;630.2;359.80
21;Auberge L'Apero;10;53.2;947.5;138.60
22;Auberge L'Apero;7;39.6;635.2;106.83
23;Auberge L'Apero;14;70.4;1362.3;106.33
24;The Ritz-Carlton, Montreal;9;49.7;944.5;1076.29
25;Auberge du Plateau;14;71.3;1273.0;172.72
26;Auberge L'Apero;11;57.1;1233.0;89.73
27;L'Appartement Hotel;9;49.4;820.1;298.30
28;Auberge L'Apero;4;24.4;491.9;98.89
29;L'Appartement Hotel;5;30.7;593.2;246.25
30;Auberge L'Apero;12;61.5;1390.1;89.23
31;Auberge L'Apero;9;47.9;1185.1;37.92
32;Hotel Faubourg Montreal;6;33.2;609.5;371.37
33;The Ritz-Carlton, Montreal;11;59.0;1075.3;1133.19
34;Auberge L'Apero;3;21.5;409.7;62.25
35;Fairmont The Queen Elizabeth;7;40.0;640.2;561.52
36;Auberge L'Apero;8;43.7;772.0;87.88
37;Auberge L'Apero;4;24.4;491.9;98.89
38;Auberge L'Apero;13;66.0;1319.3;128.57
39;L'Appartement Hotel;5;30.7;593.2;246.25
40;Auberge L'Apero;12;61.2;1160.7;113.33
41;Auberge L'Apero;7;40.0;662.9;52.92
42;Auberge L'Apero;4;26.3;584.2;56.67
43;Auberge L'Apero;10;52.0;1080.7;63.68
44;Auberge L'Apero;11;57.5;1241.2;70.40
45;Montreal Marriott Chateau Champlain;5;30.4;577.1;462.73
46;Auberge L'Apero;5;29.1;516.1;61.90
47;Auberge L'Apero;6;32.5;652.8;88.30
48;Auberge L'Apero;9;48.1;795.3;54.08
49;Auberge du Plateau;9;49.2;1070.4;116.32
50;Hôtel Place d'Armes Old Montreal;11;58.2;983.1;485.65
51;Samesun Montreal Central;12;62.8;1100.1;175.28
52;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;3;21.7;342.3;597.54
53;Auberge L'Apero;11;57.2;991.8;130.00
54;Auberge L'Apero;9;48.1;842.3;46.67
55;Auberge L'Apero;3;21.5;434.7;56.67
56;Auberge L'Apero;11;56.3;1299.1;55.72
57;Auberge L'Apero;8;43.7;772.0;87.88
58;Samesun Montreal Central;11;58.3;1093.3;148.27
59;Auberge du Plateau;14;70.8;1187.8;164.72
60;Auberge L'Apero;11;56.2;1150.1;94.10
