Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0515;1.0183;40;14;Montreal Marriott Chateau Champlain;71.7;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;767.1166666666669;Auberge L'Apero;54.46666666666667;Auberge L'Apero
