Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;8;44.1;984.7;25.25
2;Auberge L'Apero;15;75.2;1394.4;139.02
3;Holiday Inn & Suites Montreal Airport, an IHG hotel;15;74.9;1350.0;358.25
4;LHotel;5;31.9;454.5;397.43
5;Hotel Gault;15;76.7;1317.7;593.00
6;Hotel Gault;13;68.7;1240.5;632.90
7;LHotel;6;36.1;619.2;365.83
8;Auberge L'Apero;13;67.3;1145.6;165.45
9;LHotel;6;36.2;537.3;402.60
10;Hotel Gite du Survenant Montreal;10;54.1;942.1;221.75
11;Hotel Gault;14;72.9;1306.9;618.30
12;Deluxe Suites Downtown Montreal;12;64.7;1128.3;332.27
13;Auberge L'Apero;7;39.4;625.4;82.97
14;Hotel Gault;9;49.9;802.0;576.17
15;Hotel Gite du Survenant Montreal;10;54.5;999.3;237.97
16;LHotel;7;40.9;645.7;428.60
17;Auberge Du Vieux Port;6;36.4;560.5;509.42
18;Auberge L'Apero;14;71.3;1275.3;126.03
19;Auberge L'Apero;15;75.2;1394.4;139.02
20;Hotel Gite du Survenant Montreal;13;68.3;1247.8;252.27
21;Auberge L'Apero;11;58.0;1063.2;97.77
22;Deluxe Suites Downtown Montreal;12;64.7;1142.1;324.77
23;Auberge L'Apero;8;44.1;984.7;25.25
24;Auberge L'Apero;11;57.8;1080.0;51.83
25;Auberge L'Apero;9;48.7;1157.3;37.03
26;Auberge L'Apero;8;43.4;740.1;51.40
27;Deluxe Suites Downtown Montreal;12;63.7;1105.8;305.62
28;Holiday Inn & Suites Montreal Airport, an IHG hotel;15;74.9;1350.0;358.25
29;Hôtel Le Germain Montréal;13;68.1;1179.8;439.94
30;Hôtel Le Germain Montréal;11;59.4;1040.8;428.13
31;LHotel;8;45.0;780.3;393.48
32;Hotel Gault;8;45.2;694.3;533.95
33;Auberge L'Apero;9;48.0;785.7;72.25
34;Hotel Gault;11;58.4;1018.3;505.25
35;Auberge L'Apero;7;39.4;656.6;60.15
36;Hotel Gault;7;41.2;636.8;584.87
37;Auberge L'Apero;11;57.0;1007.2;66.52
38;Hotel Gault;10;55.1;975.7;596.63
39;Auberge L'Apero;13;65.8;1274.2;87.83
40;Hotel Gault;8;45.2;719.5;516.70
41;Hotel Gault;9;49.4;728.9;553.78
42;Auberge L'Apero;9;48.5;892.7;31.10
43;Auberge L'Apero;12;61.8;1067.2;79.25
44;Hôtel De L'ithq;14;72.0;1317.5;459.88
45;Auberge L'Apero;10;52.2;866.6;56.62
46;Hotel Gault;10;54.2;955.2;522.50
47;Hotel Gault;9;49.9;850.4;532.77
48;Auberge L'Apero;14;71.1;1306.8;110.73
49;LHotel;14;72.6;1320.6;483.17
50;Hôtel Le Germain Montréal;12;63.9;1103.6;442.13
51;LHotel;11;59.0;1063.9;418.23
52;Hotel Gault;12;63.2;1048.6;562.50
53;Auberge L'Apero;13;66.9;1207.1;125.91
54;Auberge L'Apero;8;44.9;843.3;37.40
55;Hôtel Le Germain Montréal;13;68.4;1171.4;466.18
56;Auberge L'Apero;9;49.0;927.7;47.87
57;Hotel Gault;10;54.0;910.3;558.27
58;Deluxe Suites Downtown Montreal;13;68.5;1188.8;315.32
59;Auberge L'Apero;13;66.3;1219.1;101.65
60;Hotel Gault;14;72.7;1295.0;569.78
