Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;7;40.2;1222.8;25.25
2;Samesun Montreal Central;12;62.9;1400.9;90.00
3;Auberge L'Apero;13;64.5;1295.7;150.27
4;Warwick Le Crystal - Montréal;6;35.7;547.1;433.60
5;Le Petit Hotel Vieux-Montréal | Saint-Paul;13;66.0;1280.7;504.79
6;The Ritz-Carlton, Montreal;9;49.0;973.5;1132.74
7;Hotel Gault;11;58.6;1111.9;584.92
8;The Ritz-Carlton, Montreal;11;58.4;1110.1;1065.88
9;Warwick Le Crystal - Montréal;8;44.5;752.7;482.84
10;Samesun Montreal Central;7;40.6;834.4;86.00
11;Griffintown Hotel;10;51.5;1001.7;331.32
12;Warwick Le Crystal - Montréal;10;54.4;1036.9;469.88
13;Samesun Montreal Central;8;45.3;1320.5;65.82
14;Samesun Montreal Central;12;60.5;1248.4;134.45
15;Auberge L'Apero;13;64.5;1295.7;150.27
16;L'Appartement Hotel;9;47.1;1055.1;293.25
17;Fairfield by Marriott Montreal Downtown;7;39.0;637.0;347.55
18;The Ritz-Carlton, Montreal;9;49.0;973.5;1132.74
19;The Ritz-Carlton, Montreal;9;48.4;864.3;1090.22
20;Samesun Montreal Central;12;62.9;1400.9;90.00
21;Ambrose House & Café;8;42.8;846.1;313.13
22;The Ritz-Carlton, Montreal;11;58.4;1110.1;1065.88
23;Warwick Le Crystal - Montréal;7;40.2;637.0;463.48
24;Auberge L'Apero;10;53.1;1182.4;74.82
25;Auberge L'Apero;7;38.2;1128.8;54.73
26;Auberge L'Apero;11;55.2;1081.6;133.20
27;Samesun Montreal Central;9;49.4;1129.7;111.52
28;The Ritz-Carlton, Montreal;9;48.7;905.8;1102.82
29;Samesun Montreal Central;11;57.5;1176.0;187.79
30;Auberge du Plateau;11;56.3;1127.6;160.73
31;Griffintown Hotel;12;61.9;1172.3;383.57
32;Samesun Montreal Central;8;44.7;951.0;104.23
33;Auberge L'Apero;10;52.1;1144.0;79.70
34;Auberge L'Apero;12;61.7;1367.3;82.43
35;The Ritz-Carlton, Montreal;12;62.7;1214.6;1073.92
36;Residence Inn Montreal Downtown;13;65.5;1326.7;492.52
37;Samesun Montreal Central;12;60.5;1248.4;134.45
38;Auberge de La Fontaine;9;48.0;974.0;427.39
39;Auberge L'Apero;8;44.0;1355.0;36.12
40;L'Appartement Hotel;9;47.6;1055.1;325.69
