Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0794;1.1139;200;16;Alternative Hostel of Old Montreal;81.7;Deluxe Suites Downtown Montreal;333.73333333333346;Auberge L'Apero;25.25;Auberge L'Apero
