Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;14;1.20;1;9;3.50;12.6;50.2;23.44;83.2;1191.3;501.71;25.25;514.26;226.53
2;60;2.03;1;10;1.90;12.2;52.0;17.11;66.9;1184.1;238.47;25.25;514.26;81.45
3;60;5.66;1;11;2.60;12.2;56.2;20.21;64.3;1408.2;289.59;25.25;456.33;96.32
4;60;35.08;1;11;4.22;12.2;56.7;27.31;64.3;1395.8;449.05;25.25;700.75;137.38
5;60;24.11;1;11;4.63;12.0;58.7;29.27;64.3;1375.0;475.33;25.25;700.75;142.72
6;60;35.08;1;12;4.77;12.2;62.4;29.94;64.3;1375.0;476.37;25.25;700.75;124.31
7;60;35.81;1;12;4.88;11.4;62.9;30.40;64.3;1375.0;467.89;25.25;700.75;133.14
