Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;12;61.9;1261.6;35.75;6;4;676.6;0.00;6;5;585.0;0.00;Place d'Armes|Pont Jacques-Cartier - Montreal|Complexe Desjardins|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|St. Patrick's Basilica|Kondiaronk Belvedere|Leonard Cohen Mural|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;12;61.4;1260.8;35.75;6;4;676.6;0.00;6;5;584.2;0.00;Place d'Armes|Pont Jacques-Cartier - Montreal|Complexe Desjardins|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Palais des Congres|Kondiaronk Belvedere|Leonard Cohen Mural|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge du Plateau;4.3;67.25;11;56.6;1245.7;81.25;5;2;574.8;0.00;6;4;670.8;14.00;Bibliotheque et Archives Nationales du Quebec|Pont Jacques-Cartier - Montreal|City Hall|La Guilde - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Place d'Armes|Musée Marguerite-Bourgeoys|Bota Bota, Spa-sur-l'eau - Montreal|Leonard Cohen Mural|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;10;54.5;1213.4;35.75;5;4;679.6;0.00;5;5;533.8;0.00;Place d'Armes|Pont Jacques-Cartier - Montreal|La Guilde - Montreal|Bota Bota, Spa-sur-l'eau - Montreal|Musee Romeo's - Montreal;Walking|Walking|Bus|Walking|Walking|Bus;St. Patrick's Basilica|Kondiaronk Belvedere|Crystal Dreams St Denis - Montreal|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
5;Auberge L'Apero;4.0;25.25;10;53.5;1055.6;25.25;6;3;696.5;0.00;4;3;359.1;0.00;Kondiaronk Belvedere|Aldred Building - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Mount Royal Park;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
6;Auberge L'Apero;4.0;25.25;9;48.6;972.1;55.25;5;2;418.8;16.00;4;4;553.3;14.00;Place d'Armes|City Hall|La Guilde - Montreal|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Bus|Walking|Walking|Walking;St. Patrick's Basilica|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|Maison Saint-Gabriel Museum and Historic Site;Walking|Walking|Walking|Walking|Walking
7;Auberge L'Apero;4.0;25.25;9;48.2;954.9;25.25;4;2;368.6;0.00;5;3;586.3;0.00;Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal|L'original Art Gallery;Walking|Walking|Walking|Bus|Walking;Aldred Building - Montreal|Palais des Congres|Leonard Cohen Mural|Maisonneuve Monument - Montreal|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;9;49.4;1054.1;51.75;4;2;377.8;16.00;5;5;676.3;0.00;Place d'Armes|Complexe Desjardins|Notre-Dame Basilica|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Saint Joseph's Oratory of Mount Royal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Auberge L'Apero;4.0;25.25;8;44.0;719.6;25.25;4;2;329.0;0.00;4;4;390.6;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;8;44.8;855.7;35.75;4;4;451.0;0.00;4;4;404.7;0.00;Maisonneuve Monument - Montreal|Place d'Armes|Montreal Street Art|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Cathédrale Christ Church Cathedral|L'original Art Gallery|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;8;45.0;666.9;51.75;5;3;396.7;0.00;3;3;270.3;16.00;Place d'Armes|Kondiaronk Belvedere|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|St. Patrick's Basilica;Walking|Walking|Walking|Walking
