Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;5;30.7;734.4;45.70
2;Auberge L'Apero;4;25.7;661.5;52.64
3;Alternative Hostel of Old Montreal;12;61.6;1373.0;93.03
4;Alternative Hostel of Old Montreal;13;66.4;1305.9;190.74
5;Hotel William Gray;13;67.5;1307.4;614.63
6;Hotel William Gray;13;67.3;1291.7;639.65
7;Alternative Hostel of Old Montreal;10;54.4;1220.0;95.52
8;Fairfield by Marriott Montreal Downtown;7;39.4;707.3;311.75
9;Auberge L'Apero;6;34.4;794.5;60.24
10;Deluxe Suites Downtown Montreal;6;36.9;827.5;294.02
11;Alternative Hostel of Old Montreal;9;48.1;885.6;103.53
12;Auberge L'Apero;8;41.9;958.5;89.09
13;Auberge L'Apero;9;48.6;997.7;109.67
14;Alternative Hostel of Old Montreal;8;44.1;1035.9;78.37
15;Auberge L'Apero;5;30.7;734.4;45.70
16;David Hotel;5;31.0;675.0;467.72
17;Alternative Hostel of Old Montreal;13;66.4;1305.9;190.74
18;Fairfield by Marriott Montreal Downtown;8;43.9;815.5;329.52
19;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;11;57.5;1077.8;577.18
20;Fairfield by Marriott Montreal Downtown;12;61.1;1195.7;368.39
21;Le Square Phillips Hotel & Suites;8;44.3;854.2;512.88
22;Hotel Bon Accueil;7;36.6;799.1;240.01
23;Auberge L'Apero;5;29.9;687.5;51.98
24;Alternative Hostel of Old Montreal;12;61.6;1346.3;113.35
25;David Hotel;13;66.0;1284.3;528.97
26;Alternative Hostel of Old Montreal;7;40.9;946.6;62.05
27;Alternative Hostel of Old Montreal;11;57.3;1079.2;100.60
28;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;10;53.3;1016.3;581.43
29;Alternative Hostel of Old Montreal;12;62.9;1196.0;155.32
30;Hotel Bon Accueil;10;50.3;950.0;252.33
31;Hotel Bon Accueil;12;59.4;1121.1;275.25
32;Deluxe Suites Downtown Montreal;5;32.2;704.0;284.38
33;David Hotel;5;31.0;675.0;467.72
34;Fairfield by Marriott Montreal Downtown;12;61.1;1195.7;368.39
35;Le Square Phillips Hotel & Suites;13;66.8;1340.3;577.13
36;Hotel William Gray;12;63.2;1260.8;604.85
37;Auberge L'Apero;9;47.9;1172.2;46.53
38;Le Square Phillips Hotel & Suites;9;49.4;875.8;547.52
39;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;11;58.2;1047.9;615.23
40;Alternative Hostel of Old Montreal;9;49.2;1147.9;85.98
