Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;14;71.2;1303.6;79.75;7;3;678.7;14.00;7;5;624.9;30.00;Place d'Armes|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|L'original Art Gallery|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Pont Jacques-Cartier - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Notre-Dame-de-Bon-Secours Chapel|Kondiaronk Belvedere|Leonard Cohen Mural|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;14;70.7;1422.0;65.75;7;5;712.4;0.00;7;3;709.7;30.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Musée Marguerite-Bourgeoys|Arsenal Art Contemporain Montréal - Montreal|L'original Art Gallery|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;66.9;1215.8;51.75;6;4;581.5;0.00;7;5;634.3;16.00;Aldred Building - Montreal|Pont Jacques-Cartier - Montreal|Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Leonard Cohen Mural|Kondiaronk Belvedere|Arsenal Art Contemporain Montréal - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;12;63.0;1099.9;79.75;5;4;470.8;0.00;7;4;629.1;44.00;Aldred Building - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys|Kondiaronk Belvedere|Arsenal Art Contemporain Montréal - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;12;62.2;1043.4;94.11;6;4;584.6;0.00;6;2;458.8;58.36;Aldred Building - Montreal|L'original Art Gallery|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Place d'Armes|Kondiaronk Belvedere;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|City Hall|Musée Marguerite-Bourgeoys|Phi Centre;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;11;58.5;947.2;71.13;5;4;462.2;5.38;6;3;485.0;30.00;Aldred Building - Montreal|La Guilde - Montreal|Cathédrale Christ Church Cathedral|Crystal Dreams St Denis - Montreal|Place d'Armes;Car|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|City Hall|Notre-Dame-de-Bon-Secours Chapel|Kondiaronk Belvedere|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;10;54.5;902.2;91.75;5;4;488.3;0.00;5;3;413.8;56.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Notre-Dame Basilica|Musée Marguerite-Bourgeoys|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
8;Alternative Hostel of Old Montreal;4.5;35.75;10;53.8;1137.7;35.75;5;4;559.4;0.00;5;4;578.3;0.00;Musee Romeo's - Montreal|Place d'Armes|Aldred Building - Montreal|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Arsenal Art Contemporain Montréal - Montreal|City Hall|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;9;49.3;843.1;35.75;5;4;488.3;0.00;4;3;354.8;0.00;Aldred Building - Montreal|Crystal Dreams St Denis - Montreal|Cathédrale Christ Church Cathedral|La Guilde - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Kondiaronk Belvedere|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;9;49.7;1063.6;35.75;5;3;469.9;0.00;4;4;593.6;0.00;Place d'Armes|Musee Romeo's - Montreal|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;Habitat 67|Arsenal Art Contemporain Montréal - Montreal|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking
