Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;The Ritz-Carlton, Montreal;4.9;1013.25;10;54.8;1101.8;1119.22;5;3;487.9;60.50;5;4;613.9;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
2;Hotel Gault;4.7;491.25;10;54.4;1108.7;597.22;5;3;505.8;60.50;5;4;602.9;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
3;Hotel Gault;4.7;491.25;10;54.4;1108.7;597.22;5;3;505.8;60.50;5;4;602.9;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
4;Vogue Hotel Montreal Downtown, Curio Collection by Hilton;4.7;541.50;10;54.4;1098.9;647.47;5;3;485.2;60.50;5;4;613.7;45.47;Notre-Dame Basilica|Notre-Dame-de-Bon-Secours Chapel|Musée du Montréal juif - Museum of Jewish Montreal|L'original Art Gallery|Leonard Cohen Mural;Walking|Car|Walking|Walking|Walking|Walking;City Hall|Cathédrale Christ Church Cathedral|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Biodôme De Montreal;Walking|Car|Walking|Walking|Walking|Walking
5;Deluxe Suites Downtown Montreal;5.0;243.25;10;56.5;1390.9;308.83;5;5;694.3;7.22;5;4;696.6;58.37;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Musee Romeo's - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking;Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|Belvedere Camillien-Houde - Montreal|Place d'Armes;Walking|Car|Walking|Walking|Walking|Walking
6;Hotel Nelligan;4.7;486.75;10;55.5;1295.9;540.63;5;4;584.2;7.22;5;4;711.8;46.67;L'original Art Gallery|Crystal Dreams St Denis - Montreal|La Guilde - Montreal|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Car|Walking|Walking|Walking|Walking;Musée du Montréal juif - Museum of Jewish Montreal|Musée de l'Holocauste Montréal|St. Patrick's Basilica|Aldred Building - Montreal|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking|Walking
7;Hôtel Place d'Armes Old Montreal;4.6;401.25;6;34.5;871.4;487.17;3;2;360.0;31.00;3;1;511.4;54.92;Mount Royal Park|Place d'Armes|Notre-Dame Basilica;Walking|Car|Walking|Walking;Biodôme De Montreal|Olympic Park (Parc olympique)|Planétarium De Montréal;Walking|Car|Walking|Walking
8;Novotel Montreal Centre;4.0;272.75;6;33.9;925.4;351.93;3;1;430.8;37.07;3;2;494.7;42.12;Musée des beaux-arts de Montréal|Leonard Cohen Mural|La Guilde - Montreal;Walking|Car|Walking|Car;Cathédrale Christ Church Cathedral|Musee D'Art Contemporain De Montreal|McCord Stewart Museum;Walking|Car|Walking|Car
9;Le Roberval;3.6;211.00;6;33.0;742.9;276.18;3;1;244.2;36.75;3;2;498.6;28.43;City Hall|Notre-Dame-de-Bon-Secours Chapel|Musée Marguerite-Bourgeoys;Walking|Car|Walking|Car;Bibliotheque et Archives Nationales du Quebec|Mem – Centre Des Mémoires Montréalaises|Complexe Desjardins;Walking|Car|Walking|Car
10;Fairmont The Queen Elizabeth;4.2;475.00;6;34.0;811.0;559.25;3;2;495.4;47.39;3;2;315.6;36.87;St. Patrick's Basilica|Palais des Congres|Oasis Immersion - Montreal;Walking|Car|Walking|Car;Notre-Dame Basilica|Maisonneuve Monument - Montreal|Aldred Building - Montreal;Car|Car|Walking|Car
11;Auberge du Plateau;4.3;67.25;8;44.5;1284.5;109.02;4;3;593.4;26.25;4;4;691.1;15.52;Mount Royal Park|Montreal Botanical Garden|Place d'Armes|L'original Art Gallery;Walking|Car|Walking|Walking|Walking;Saint Joseph's Oratory of Mount Royal|Atwater Market|Leonard Cohen Mural|Palais des Congres;Walking|Car|Walking|Walking|Walking
12;Samesun Montreal Central;4.4;60.00;8;44.3;1307.9;101.77;4;3;606.2;26.25;4;4;701.7;15.52;Mount Royal Park|Montreal Botanical Garden|Place d'Armes|L'original Art Gallery;Walking|Car|Walking|Walking|Walking;Saint Joseph's Oratory of Mount Royal|Atwater Market|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Car|Walking|Walking|Walking
