Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;14;1.25;1;8;3.14;12.6;44.0;21.68;72.3;1206.3;426.16;30.72;298.00;96.94
2;60;2.87;1;10;2.28;12.2;51.1;18.50;67.9;1315.2;265.68;25.25;298.00;55.48
3;60;14.74;1;12;3.75;12.2;62.6;25.23;66.7;1347.1;430.26;25.25;518.00;79.10
4;60;24.13;1;12;4.52;12.2;62.6;28.74;64.3;1347.1;457.23;25.25;700.75;93.25
5;60;34.48;1;12;4.62;12.2;62.6;29.34;64.3;1343.2;448.09;25.25;1041.77;117.65
6;60;74.77;1;13;5.67;12.2;66.8;34.10;64.3;1343.2;546.58;25.25;1041.77;133.13
7;60;66.60;1;13;5.67;12.2;66.8;34.04;64.3;1325.6;535.64;25.25;1041.77;139.89
8;60;35.80;1;13;6.07;12.2;67.3;35.94;64.3;1338.4;570.90;25.25;1041.77;149.74
