Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;15;0.75;1;7;3.33;12.2;40.2;22.94;71.0;1309.3;584.88;25.25;1148.86;286.66
2;60;1.12;1;8;1.50;12.2;45.5;15.44;67.9;1233.7;158.72;25.25;803.22;62.79
3;60;12.48;1;10;2.60;12.2;53.8;20.31;64.3;1403.7;299.75;25.25;700.75;121.30
4;60;26.10;1;12;4.18;12.2;62.4;27.26;64.3;1341.2;460.20;25.25;700.75;111.12
5;60;40.82;1;12;5.20;12.2;62.4;31.78;64.3;1344.9;576.97;25.25;700.75;100.39
6;60;174.76;1;13;5.43;12.5;67.5;33.11;64.3;1392.6;569.60;25.25;700.75;100.78
