Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;13;65.0;1234.5;89.75;6;4;525.6;14.00;7;4;708.9;40.00;Aldred Building - Montreal|Notre-Dame-de-Bon-Secours Chapel|City Hall|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|Maisonneuve Monument - Montreal|Notre-Dame Basilica|Complexe Desjardins|Musée Marguerite-Bourgeoys|Musee D'Art Contemporain De Montreal|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Auberge L'Apero;4.0;25.25;12;61.1;1071.6;67.25;6;5;540.9;26.00;6;4;530.7;16.00;Kondiaronk Belvedere|Place d'Armes|Musée du Montréal juif - Museum of Jewish Montreal|Palais des Congres|La Guilde - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Maisonneuve Monument - Montreal|L'original Art Gallery|City Hall|Notre-Dame Basilica|Complexe Desjardins;Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Auberge L'Apero;4.0;25.25;12;60.4;1118.7;53.25;5;3;527.3;0.00;7;4;591.5;28.00;Aldred Building - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Complexe Desjardins|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|City Hall|Notre-Dame-de-Bon-Secours Chapel|Pont Jacques-Cartier - Montreal|Musée Marguerite-Bourgeoys|Crystal Dreams St Denis - Montreal|Place d'Armes;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Alternative Hostel of Old Montreal;4.5;35.75;11;57.9;1106.6;65.75;6;4;594.7;16.00;5;4;511.9;14.00;Palais des Congres|Maisonneuve Monument - Montreal|Pont Jacques-Cartier - Montreal|Notre-Dame Basilica|Aldred Building - Montreal|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Kondiaronk Belvedere|City Hall|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys;Walking|Walking|Walking|Walking|Walking|Walking
5;Alternative Hostel of Old Montreal;4.5;35.75;10;53.4;1103.7;35.75;5;3;577.3;0.00;5;4;526.3;0.00;Montreal Street Art|Place d'Armes|Bibliotheque et Archives Nationales du Quebec|City Hall|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Maisonneuve Monument - Montreal|Palais des Congres|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;10;54.7;1149.3;35.75;5;4;557.4;0.00;5;4;592.0;0.00;City Hall|St. Patrick's Basilica|L'original Art Gallery|La Guilde - Montreal|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Kondiaronk Belvedere|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|Montreal Street Art;Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;10;52.4;1079.0;35.75;5;5;464.2;0.00;5;4;614.9;0.00;Palais des Congres|Kondiaronk Belvedere|Leonard Cohen Mural|Place d'Armes|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Bibliotheque et Archives Nationales du Quebec|Crystal Dreams St Denis - Montreal|Pont Jacques-Cartier - Montreal|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;10;52.8;1252.5;25.25;5;3;716.4;0.00;5;3;536.1;0.00;Place d'Armes|St. Patrick's Basilica|Montreal Street Art|L'original Art Gallery|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking;Pont Jacques-Cartier - Montreal|Aldred Building - Montreal|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;10;52.7;1011.0;63.75;5;4;508.3;0.00;5;3;502.7;28.00;Aldred Building - Montreal|Complexe Desjardins|Place d'Armes|Cathédrale Christ Church Cathedral|La Guilde - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Musée Marguerite-Bourgeoys|City Hall|Notre-Dame-de-Bon-Secours Chapel|Maisonneuve Monument - Montreal|Crystal Dreams St Denis - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
10;Alternative Hostel of Old Montreal;4.5;35.75;9;48.3;1060.1;35.75;5;3;519.2;0.00;4;3;540.8;0.00;Pont Jacques-Cartier - Montreal|Leonard Cohen Mural|La Guilde - Montreal|Complexe Desjardins|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking;Cathédrale Christ Church Cathedral|Mount Royal Park|Kondiaronk Belvedere|Arsenal Art Contemporain Montréal - Montreal;Walking|Walking|Walking|Walking|Walking
