Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0446;1.0809;60;15;Alternative Hostel of Old Montreal;76.2;Alternative Hostel of Old Montreal;320.8499999999999;Hotel le Coach;43.75;Alternative Hostel of Old Montreal
