Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;6;34.8;865.9;25.25
2;Auberge L'Apero;12;61.3;1410.4;79.40
3;Auberge L'Apero;13;65.9;1227.4;151.47
4;Hôtel Bonaventure Montréal;3;21.9;405.5;329.08
5;Sonder Maisonneuve;13;67.7;1327.5;374.00
6;Hôtel Saint-Sulpice;8;45.3;877.9;547.20
7;Hôtel Place d'Armes Old Montreal;8;45.4;982.6;441.50
8;Auberge du Plateau;5;31.1;601.6;96.05
9;Hôtel Bonaventure Montréal;4;26.5;462.9;321.00
10;Auberge du Plateau;13;67.2;1308.7;194.70
11;Le Roberval;9;47.4;1042.4;245.70
12;Auberge du Plateau;3;22.3;412.8;88.43
13;Auberge L'Apero;5;30.3;699.0;38.83
14;Auberge du Plateau;4;27.3;571.0;82.62
15;Auberge L'Apero;8;42.8;1241.9;46.17
16;Auberge du Plateau;7;40.5;754.9;113.88
17;Hôtel Saint-Sulpice;8;45.3;908.9;540.72
18;Hôtel Bonaventure Montréal;12;62.0;1157.5;397.65
19;Auberge du Plateau;11;57.7;1197.7;170.25
20;Auberge L'Apero;11;56.4;1397.3;62.28
21;Auberge L'Apero;10;52.3;1307.8;51.22
22;Auberge du Plateau;7;40.5;754.9;113.88
23;Auberge du Plateau;9;49.3;1090.7;144.35
24;Le Roberval;9;47.4;1042.4;245.70
25;Hilton Garden Inn Montreal Centre-Ville;9;47.9;1018.3;407.80
26;Auberge de La Fontaine;7;40.7;824.0;344.38
27;Auberge du Plateau;11;57.6;1090.8;157.82
28;Auberge du Plateau;6;35.8;684.3;98.22
29;Sonder Maisonneuve;10;53.9;1055.5;283.05
30;Auberge du Plateau;6;36.4;715.2;83.25
31;Econo Lodge;8;43.6;834.2;288.43
32;Alternative Hostel of Old Montreal;12;63.4;1271.4;122.98
33;Auberge L'Apero;6;34.8;864.2;32.00
34;Hôtel Bonaventure Montréal;4;26.5;462.9;321.00
35;Hôtel Saint-Sulpice;8;45.3;877.9;547.20
36;Auberge du Plateau;6;35.0;568.1;115.40
37;Auberge L'Apero;12;61.9;1409.5;95.85
38;Ambrose House & Café;8;43.1;858.2;274.47
39;Auberge L'Apero;10;52.3;1307.8;51.22
40;Auberge L'Apero;12;60.8;1298.3;95.35
