Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Alternative Hostel of Old Montreal;6;36.2;833.6;43.75
2;Alternative Hostel of Old Montreal;15;76.2;1406.9;153.18
3;Hotel le Coach;3;21.1;320.8;247.13
4;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;11;57.5;985.1;694.00
5;Hotel le Coach;3;21.1;320.8;247.13
6;Hotel le Coach;3;21.7;509.5;232.38
7;Alternative Hostel of Old Montreal;14;72.0;1309.1;144.03
8;Hotel Kutuma;13;66.9;1226.3;429.28
9;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;5;31.1;537.2;561.68
10;Sonder Maisonneuve;4;25.6;546.0;291.78
11;Alternative Hostel of Old Montreal;13;66.2;1392.0;105.08
12;Hotel Nelligan;10;54.3;924.4;631.67
13;Alternative Hostel of Old Montreal;9;48.9;999.1;54.38
14;Alternative Hostel of Old Montreal;7;40.2;857.0;43.75
15;Alternative Hostel of Old Montreal;15;76.2;1406.9;153.18
16;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;12;61.4;1076.0;666.69
17;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;5;31.1;537.2;561.68
18;Alternative Hostel of Old Montreal;9;48.9;782.6;119.90
19;Alternative Hostel of Old Montreal;11;58.8;1404.9;61.75
20;Hotel le Coach;4;25.2;515.4;259.72
21;Embassy Suites by Hilton Montreal;5;29.3;572.1;370.77
22;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;11;57.5;985.1;694.00
23;Embassy Suites by Hilton Montreal;5;28.5;619.3;370.68
24;Le Roberval;6;32.9;703.6;265.40
25;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;13;67.0;1212.5;627.65
26;Hotel le Coach;7;39.8;754.8;261.30
27;Alternative Hostel of Old Montreal;12;62.8;1345.6;76.87
28;Alternative Hostel of Old Montreal;5;29.8;659.4;75.70
29;Hotel William Gray;6;36.1;695.7;498.00
30;Alternative Hostel of Old Montreal;9;49.9;1136.1;62.37
31;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;14;70.2;1302.0;631.64
32;Hotel le Coach;6;35.6;714.5;228.53
33;Hotel le Coach;13;67.0;1243.2;312.67
34;Quality Inn Centre-Ville;13;64.2;1188.9;359.29
35;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;12;61.4;1076.0;666.69
36;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;13;65.8;1169.9;667.92
37;Alternative Hostel of Old Montreal;11;56.5;1015.7;135.30
38;Alternative Hostel of Old Montreal;8;45.5;1092.8;43.75
39;Alternative Hostel of Old Montreal;8;44.7;774.0;49.75
40;Alternative Hostel of Old Montreal;8;44.7;774.0;49.75
41;Hotel Nelligan;9;49.0;856.1;538.83
42;Alternative Hostel of Old Montreal;10;51.9;1003.9;169.94
43;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;10;53.3;906.4;660.81
44;Le Petit Hotel Vieux-Montréal | Saint-Paul;10;53.7;936.2;497.10
45;Hotel le Coach;10;52.0;936.0;345.95
46;Hotel William Gray;6;35.8;577.6;515.48
47;Alternative Hostel of Old Montreal;7;40.2;857.0;43.75
48;Alternative Hostel of Old Montreal;10;54.2;1041.3;125.95
49;Alternative Hostel of Old Montreal;11;58.6;1268.6;108.48
50;Le Petit Hotel Vieux-Montréal | Saint-Paul;9;49.6;868.7;469.85
51;Alternative Hostel of Old Montreal;8;45.5;1092.8;43.75
52;Quality Inn Centre-Ville;13;64.9;1221.0;302.73
53;Hotel le Coach;10;53.6;984.3;256.22
54;InterContinental Montreal, an IHG hotel;14;68.9;1248.0;488.15
55;Alternative Hostel of Old Montreal;11;57.6;1098.2;89.00
56;Alternative Hostel of Old Montreal;10;53.3;1001.5;188.09
57;Honeyrose Hotel Montreal A Tribute Portfolio Hotel;14;70.2;1302.0;631.64
58;Le Petit Hotel Vieux-Montréal | Saint-Paul;9;49.6;880.6;452.75
59;InterContinental Montreal, an IHG hotel;14;68.9;1248.0;488.15
60;Le Petit Hotel Vieux-Montréal | Saint-Paul;9;49.6;880.6;452.75
