Solution;Hotel;HotelRating;HotelPrice;TotalAttractions;TotalQuality;TotalTime;TotalCost;Day1Attractions;Day1Neighborhoods;Day1Time;Day1Cost;Day2Attractions;Day2Neighborhoods;Day2Time;Day2Cost;Day1Sequence;Day1TransportModes;Day2Sequence;Day2TransportModes
1;Alternative Hostel of Old Montreal;4.5;35.75;14;72.0;1390.9;75.50;7;4;692.9;16.00;7;5;698.0;23.75;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery|St. Patrick's Basilica|Allez Up - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
2;Alternative Hostel of Old Montreal;4.5;35.75;14;71.9;1335.8;51.75;7;4;692.9;16.00;7;4;642.9;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;St. Patrick's Basilica|Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery|City Hall|Aldred Building - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking
3;Alternative Hostel of Old Montreal;4.5;35.75;13;67.9;1263.8;51.75;7;4;692.9;16.00;6;4;570.9;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking|Walking|Walking;Aldred Building - Montreal|Maisonneuve Monument - Montreal|Place d'Armes|Crystal Dreams St Denis - Montreal|L'original Art Gallery|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
4;Auberge L'Apero;4.0;25.25;13;65.9;1140.2;53.25;7;3;536.3;28.00;6;5;604.0;0.00;Kondiaronk Belvedere|Place d'Armes|La Guilde - Montreal|Leonard Cohen Mural|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Bus|Walking|Bus|Walking;St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|City Hall|Pont Jacques-Cartier - Montreal|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Bus|Walking|Walking|Walking|Walking
5;Deluxe Suites Downtown Montreal;5.0;243.25;12;63.2;1084.5;273.25;6;4;543.4;16.00;6;4;541.0;14.00;Maisonneuve Monument - Montreal|Aldred Building - Montreal|Notre-Dame Basilica|L'original Art Gallery|Kondiaronk Belvedere|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Palais des Congres|City Hall|Musée Marguerite-Bourgeoys|Place d'Armes|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking|Walking
6;Alternative Hostel of Old Montreal;4.5;35.75;12;63.6;1093.3;65.75;6;4;557.3;16.00;6;3;536.1;14.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Bibliotheque et Archives Nationales du Quebec|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|Notre-Dame-de-Bon-Secours Chapel|L'original Art Gallery|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking
7;Alternative Hostel of Old Montreal;4.5;35.75;12;62.3;1234.1;35.75;6;5;628.7;0.00;6;5;605.4;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Crystal Dreams St Denis - Montreal|City Hall|Bota Bota, Spa-sur-l'eau - Montreal;Walking|Walking|Walking|Bus|Walking|Walking|Walking;Maisonneuve Monument - Montreal|Place d'Armes|St. Patrick's Basilica|Arsenal Art Contemporain Montréal - Montreal|Cathédrale Christ Church Cathedral|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking|Walking
8;Auberge L'Apero;4.0;25.25;11;57.0;1179.6;25.25;6;4;704.0;0.00;5;5;475.6;0.00;Aldred Building - Montreal|La Guilde - Montreal|Palais des Congres|Bibliotheque et Archives Nationales du Quebec|Cathédrale Christ Church Cathedral|Kondiaronk Belvedere;Walking|Bus|Walking|Walking|Walking|Walking|Walking;City Hall|Maisonneuve Monument - Montreal|St. Patrick's Basilica|Crystal Dreams St Denis - Montreal|Leonard Cohen Mural;Walking|Walking|Walking|Walking|Walking|Walking
9;Alternative Hostel of Old Montreal;4.5;35.75;11;56.3;1030.4;49.68;5;3;453.3;13.93;6;5;577.1;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|Musee D'Art Contemporain De Montreal;Walking|Walking|Walking|Car|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|Complexe Desjardins|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
10;Warwick Le Crystal - Montréal;4.8;401.50;11;59.1;980.7;415.50;5;3;435.6;14.00;6;4;545.1;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame-de-Bon-Secours Chapel|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|St. Patrick's Basilica|L'original Art Gallery|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking
11;Alternative Hostel of Old Montreal;4.5;35.75;11;58.4;931.8;105.75;6;5;545.0;42.00;5;2;386.7;28.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Musée du Montréal juif - Museum of Jewish Montreal|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Bus|Walking|Walking
12;Alternative Hostel of Old Montreal;4.5;35.75;11;57.3;1171.2;35.75;6;4;538.9;0.00;5;4;632.3;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Cathédrale Christ Church Cathedral|L'original Art Gallery|St. Patrick's Basilica;Walking|Walking|Walking|Walking|Walking|Walking|Walking;Place d'Armes|City Hall|Pont Jacques-Cartier - Montreal|Parc Jean-Drapeau|Palais des Congres;Walking|Walking|Walking|Walking|Walking|Walking
13;Auberge L'Apero;4.0;25.25;10;51.6;1003.9;25.25;5;3;407.2;0.00;5;5;596.7;0.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Place d'Armes|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;City Hall|Crystal Dreams St Denis - Montreal|Complexe Desjardins|Palais des Congres|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Walking|Walking|Walking
14;Alternative Hostel of Old Montreal;4.5;35.75;10;54.8;917.3;65.75;5;3;427.2;16.00;5;3;490.1;14.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Cathédrale Christ Church Cathedral;Walking|Walking|Walking|Walking|Walking|Walking;Bibliotheque et Archives Nationales du Quebec|Place d'Armes|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|L'original Art Gallery;Walking|Walking|Walking|Walking|Walking|Walking
15;Alternative Hostel of Old Montreal;4.5;35.75;10;53.7;768.7;86.37;5;4;381.9;22.62;5;2;386.7;28.00;Kondiaronk Belvedere|La Guilde - Montreal|Leonard Cohen Mural|Notre-Dame Basilica|Maisonneuve Monument - Montreal;Walking|Walking|Walking|Car|Walking|Walking;City Hall|Place d'Armes|Crystal Dreams St Denis - Montreal|Musée Marguerite-Bourgeoys|Notre-Dame-de-Bon-Secours Chapel;Walking|Walking|Walking|Bus|Walking|Walking
