Hypervolume;Spread;ParetoSize;BestF1_Attractions;BestF1_Hotel;BestF2_Quality;BestF2_Hotel;BestF3_Time;BestF3_Hotel;BestF4_Cost;BestF4_Hotel
0.0587;1.0819;60;14;Auberge Du Vieux Port;71.8;Auberge Du Vieux Port;675.2500000000001;Auberge Du Vieux Port;25.25;Auberge L'Apero
