Iteration;ParetoSize;Time;MinAttr;MaxAttr;AvgAttr;MinQuality;MaxQuality;AvgQuality;MinTime;MaxTime;AvgTime;MinCost;MaxCost;AvgCost
1;12;1.19;1;8;3.08;7.8;43.3;21.21;72.8;1208.5;476.40;35.75;632.77;252.81
2;35;1.17;1;8;1.77;10.0;43.3;16.46;66.9;1208.5;253.18;25.25;632.77;151.24
3;60;3.55;1;10;1.93;11.8;53.4;17.19;66.9;1230.3;252.96;25.25;632.77;113.67
4;60;45.55;1;11;3.97;7.8;56.6;26.10;64.6;1363.5;455.29;25.25;490.23;95.58
5;60;113.32;1;12;4.77;12.0;63.3;29.96;64.3;1399.8;499.74;25.25;493.58;113.97
6;60;106.73;1;12;5.48;12.2;63.3;33.19;64.3;1399.8;562.00;25.25;493.58;108.25
