Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
119;Auberge L'Apero;6;33.9;533.6;63.62
120;Alternative Hostel of Old Montreal;13;66.7;1263.9;82.37
121;Deluxe Suites Downtown Montreal;14;73.5;1239.9;395.47
122;Deluxe Suites Downtown Montreal;12;63.6;986.3;348.00
123;Alternative Hostel of Old Montreal;10;54.3;965.8;49.75
124;Auberge L'Apero;7;38.3;597.2;69.05
125;Alternative Hostel of Old Montreal;7;40.3;601.1;74.28
126;Deluxe Suites Downtown Montreal;7;40.5;591.4;310.52
127;Deluxe Suites Downtown Montreal;14;73.5;1267.7;379.15
128;Alternative Hostel of Old Montreal;7;39.6;603.9;64.72
129;Auberge L'Apero;6;34.3;529.5;65.17
130;Alternative Hostel of Old Montreal;13;67.2;1031.7;128.70
131;Alternative Hostel of Old Montreal;12;63.3;1129.4;97.78
132;Deluxe Suites Downtown Montreal;14;73.4;1241.2;374.30
133;Auberge L'Apero;4;25.4;423.7;55.98
134;Auberge L'Apero;12;62.5;1383.5;32.17
135;Auberge L'Apero;15;75.6;1401.2;92.23
136;Deluxe Suites Downtown Montreal;5;31.6;482.0;272.12
137;Alternative Hostel of Old Montreal;14;72.5;1249.1;164.47
138;Auberge L'Apero;12;61.9;1348.0;25.25
139;Alternative Hostel of Old Montreal;15;75.8;1360.4;112.55
140;Deluxe Suites Downtown Montreal;12;64.1;988.9;330.12
141;Auberge L'Apero;10;52.5;927.9;46.30
142;Deluxe Suites Downtown Montreal;8;45.3;648.3;326.53
143;Auberge L'Apero;10;53.5;1109.9;30.48
144;Alternative Hostel of Old Montreal;9;49.2;728.7;58.77
145;Deluxe Suites Downtown Montreal;13;68.9;1144.0;365.05
146;Le Square Phillips Hotel & Suites;4;26.2;378.2;473.87
147;Le Square Phillips Hotel & Suites;5;30.2;473.6;472.20
148;Deluxe Suites Downtown Montreal;8;45.8;655.9;321.48
149;Deluxe Suites Downtown Montreal;11;58.8;884.8;332.20
150;Deluxe Suites Downtown Montreal;6;35.8;539.3;279.67
151;Hôtel Le Germain Montréal;14;72.1;1178.4;450.30
152;Auberge L'Apero;10;52.8;997.7;46.12
153;Alternative Hostel of Old Montreal;9;49.6;799.2;65.70
154;Auberge L'Apero;6;33.6;550.7;46.07
155;Deluxe Suites Downtown Montreal;10;55.0;843.1;287.80
156;Alternative Hostel of Old Montreal;12;63.8;1022.4;99.02
157;Alternative Hostel of Old Montreal;14;72.1;1343.7;108.37
158;Auberge L'Apero;5;29.6;440.7;53.30
159;Alternative Hostel of Old Montreal;12;62.4;1001.3;79.70
160;Alternative Hostel of Old Montreal;15;76.1;1346.9;165.45
161;Auberge L'Apero;11;56.7;996.8;70.78
162;Deluxe Suites Downtown Montreal;11;59.6;906.7;297.35
163;Auberge L'Apero;15;75.5;1336.2;151.85
164;Alternative Hostel of Old Montreal;14;71.5;1165.6;131.41
165;Alternative Hostel of Old Montreal;10;54.6;1089.8;54.72
166;Alternative Hostel of Old Montreal;14;71.4;1192.5;85.52
167;Alternative Hostel of Old Montreal;15;74.8;1308.4;154.47
168;Alternative Hostel of Old Montreal;15;76.5;1306.7;166.72
169;Alternative Hostel of Old Montreal;12;62.5;1119.2;70.40
170;Auberge L'Apero;15;75.2;1310.0;160.11
171;Auberge L'Apero;7;38.3;620.0;62.07
172;Deluxe Suites Downtown Montreal;6;35.8;516.9;295.13
173;Hotel Saint-Laurent Montreal;7;39.1;590.0;367.58
174;Deluxe Suites Downtown Montreal;14;73.4;1245.0;355.52
175;Auberge L'Apero;15;75.0;1311.8;146.47
176;Deluxe Suites Downtown Montreal;14;72.3;1211.9;332.82
177;Deluxe Suites Downtown Montreal;7;41.2;616.3;333.65
178;Alternative Hostel of Old Montreal;15;76.5;1297.2;179.32
179;Auberge L'Apero;7;39.3;769.1;25.25
180;Alternative Hostel of Old Montreal;6;36.1;561.1;94.33
181;Alternative Hostel of Old Montreal;15;75.8;1366.1;107.13
182;Le Square Phillips Hotel & Suites;3;22.0;318.1;473.87
183;Alternative Hostel of Old Montreal;6;35.6;623.0;56.05
184;Deluxe Suites Downtown Montreal;13;68.1;1068.1;368.02
185;Auberge L'Apero;9;48.8;1034.1;25.25
186;Alternative Hostel of Old Montreal;9;48.6;835.9;42.77
187;Le Square Phillips Hotel & Suites;8;45.1;639.2;523.55
188;Hôtel Le Germain Montréal;14;72.1;1178.4;443.15
189;Deluxe Suites Downtown Montreal;14;72.8;1222.9;358.23
190;Alternative Hostel of Old Montreal;15;76.7;1366.9;159.18
191;Auberge L'Apero;7;37.7;659.5;47.38
192;Deluxe Suites Downtown Montreal;7;41.6;630.4;298.98
193;Le Square Phillips Hotel & Suites;5;30.8;445.3;480.88
194;Alternative Hostel of Old Montreal;15;76.5;1297.2;179.32
195;Deluxe Suites Downtown Montreal;11;59.6;906.7;297.35
196;Le Square Phillips Hotel & Suites;7;40.5;576.9;519.12
197;Deluxe Suites Downtown Montreal;6;36.2;562.6;306.70
198;Alternative Hostel of Old Montreal;11;58.8;1118.1;51.75
199;Deluxe Suites Downtown Montreal;9;49.8;747.9;313.93
200;Deluxe Suites Downtown Montreal;9;49.8;747.9;313.93
