Solution;Hotel;TotalAttractions;TotalQuality;TotalTime;TotalCost
1;Auberge L'Apero;10;51.8;1090.7;39.25
2;Auberge L'Apero;7;38.8;691.9;103.84
3;Le Square Phillips Hotel & Suites;14;71.1;1395.6;537.57
4;Hotel Gault;13;66.4;1221.0;600.18
5;Samesun Montreal Central;8;45.1;778.2;94.53
6;Embassy Suites by Hilton Montreal;7;39.3;723.1;361.03
7;Hotel Gault;11;58.2;1010.5;583.17
8;Quality Inn Centre-Ville;12;60.3;1096.8;256.62
9;Hotel Chrome Montreal;14;67.0;1367.4;294.78
10;Auberge L'Apero;8;43.0;924.4;51.58
11;Embassy Suites by Hilton Montreal;10;53.2;947.7;359.02
12;Quality Inn Centre-Ville;13;63.8;1187.8;359.55
13;Hotel Gault;12;62.0;1066.6;539.60
14;Hotel Arena Palace Montreal;9;46.7;859.5;95.85
15;Hotel Gault;13;67.2;1350.8;556.10
16;Hotel Gault;13;67.2;1313.3;597.47
17;Embassy Suites by Hilton Montreal;13;65.2;1273.0;415.13
18;Hotel Monville;9;48.8;891.7;353.33
19;Auberge L'Apero;11;56.5;1100.8;78.75
20;Le Square Phillips Hotel & Suites;12;61.6;1185.8;487.52
21;Hotel Monville;8;44.7;763.8;367.07
22;Le Square Phillips Hotel & Suites;11;57.8;953.2;537.18
23;Auberge L'Apero;12;60.1;1038.3;183.37
24;Hotel Arena Palace Montreal;9;46.7;846.6;121.10
25;Auberge L'Apero;8;43.0;924.4;51.58
26;Auberge L'Apero;12;59.7;1136.9;151.97
27;Hotel Chrome Montreal;13;62.9;1237.2;299.88
28;L'Appartement Hotel;9;47.5;886.3;307.85
29;Quality Inn Centre-Ville;13;64.2;1228.9;334.28
30;Quality Inn Centre-Ville;13;65.4;1321.8;312.57
31;Embassy Suites by Hilton Montreal;7;39.3;728.4;344.65
32;Embassy Suites by Hilton Montreal;12;60.9;1077.9;371.80
33;Auberge L'Apero;11;55.8;1096.7;39.25
34;Auberge L'Apero;11;57.1;1112.0;66.65
35;Auberge L'Apero;9;47.2;893.7;112.69
36;Le Square Phillips Hotel & Suites;12;61.8;1134.1;495.83
37;Hotel Arena Palace Montreal;10;49.5;943.6;109.85
38;Le Square Phillips Hotel & Suites;13;66.7;1295.7;487.52
39;Auberge L'Apero;13;64.7;1258.9;170.67
40;Auberge L'Apero;12;60.4;1146.9;166.84
41;Quality Inn Centre-Ville;12;60.3;1096.8;256.62
42;Hotel Arena Palace Montreal;12;58.1;1140.5;135.15
43;Auberge L'Apero;10;52.0;995.6;74.69
44;Auberge L'Apero;11;56.5;972.0;91.08
45;Embassy Suites by Hilton Montreal;12;61.0;1120.8;404.43
46;Hotel Arena Palace Montreal;9;46.7;919.2;98.82
47;Auberge L'Apero;12;60.9;1159.0;95.27
48;Auberge L'Apero;12;61.4;1213.8;90.29
49;Hotel Gault;13;66.9;1278.6;552.85
50;Auberge L'Apero;10;52.9;943.5;124.00
51;Le Square Phillips Hotel & Suites;13;65.1;1260.8;557.35
52;Auberge L'Apero;13;66.3;1339.0;104.30
53;Auberge L'Apero;11;56.3;1043.5;87.30
54;Auberge L'Apero;10;52.6;1000.5;39.32
55;Hotel Monville;9;48.8;891.7;353.33
56;Auberge L'Apero;12;60.1;1038.3;183.37
57;Auberge L'Apero;11;56.7;1101.3;48.08
58;Hotel Chrome Montreal;14;67.0;1367.4;294.78
59;Embassy Suites by Hilton Montreal;12;61.0;1120.8;404.43
60;Hotel Arena Palace Montreal;9;46.7;859.5;95.85
